UniqueID,disbursed_amount,asset_cost,ltv,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,MobileNo_Avl_Flag,Aadhar_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
618502,53000,72801,74.17,21498,86,2943,01/01/1985,Self employed,26/08/2018,17,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
500011,32784,52699,64.71,22802,45,283,10/04/1992,Salaried,29/04/2017,11,1,1,1,0,0,737,C-Very Low Risk,2,1,0,7715,30120,30120,3302,0,0,0yrs 11mon,1yrs 4mon,0,0
503572,44849,68156,66.76,18317,86,3044,01/01/1969,Self employed,01/06/2017,17,1,1,0,0,0,635,G-Low Risk,1,1,0,27718,0,0,0,0,0,6yrs 4mon,6yrs 5mon,0,0
502851,61747,71000,89.15,14834,86,1685,13/09/1983,Salaried,10/05/2017,4,1,1,0,0,0,757,C-Very Low Risk,2,1,0,1961,54181,54181,0,1,1,2yrs 5mon,4yrs 1mon,0,0
618575,59213,69306,88.02,18077,86,1828,01/12/1956,Self employed,26/08/2018,4,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
504782,68817,98500,72.08,22200,86,5312,05/05/1993,Salaried,01/06/2017,3,1,0,1,0,0,738,C-Very Low Risk,1,1,0,10710,14340,14340,0,1,0,0yrs 4mon,0yrs 4mon,0,0
505268,44345,63688,72.54,24043,49,6572,01/01/1987,Salaried,01/06/2017,13,1,0,1,0,0,738,C-Very Low Risk,1,1,0,30885,50000,50000,4220,1,0,0yrs 5mon,0yrs 5mon,0,1
618822,47349,81130,60.4,16052,45,6091,31/12/1996,Self employed,26/08/2018,3,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
511714,83686,90327,94.1,24487,86,1691,24/02/1987,Salaried,04/07/2017,4,1,1,0,0,0,738,C-Very Low Risk,7,3,0,58302,80500,80500,7694,2,0,1yrs 0mon,2yrs 1mon,2,1
510636,61213,72973,84.96,15694,86,2951,28/06/1971,Self employed,23/06/2017,14,1,1,0,0,0,659,F-Low Risk,2,2,0,368822,495000,494841,0,1,0,0yrs 6mon,1yrs 0mon,0,0
513159,57659,69970,84.32,22986,86,1449,27/01/1996,Salaried,04/07/2017,6,1,1,0,0,0,738,C-Very Low Risk,1,1,0,4640,9050,9050,1600,1,0,0yrs 3mon,0yrs 3mon,1,1
513201,61700,70791,89.98,21043,86,3661,08/05/1985,Salaried,04/07/2017,9,1,1,0,0,0,738,C-Very Low Risk,1,1,0,160528,4.00E+05,4.00E+05,0,0,0,2yrs 8mon,2yrs 8mon,0,0
619360,49578,57100,88.62,23867,45,486,01/01/1992,Self employed,26/08/2018,11,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
619574,53228,78150,69.29,24050,51,6702,26/04/1979,Self employed,26/08/2018,13,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
516670,50478,69492,75.4,17809,86,2345,01/06/1962,Salaried,26/07/2017,4,1,1,0,0,0,749,C-Very Low Risk,6,4,0,229316,275339,275339,5670,2,0,1yrs 7mon,4yrs 6mon,0,0
518381,56259,73981,77.05,14305,86,2994,15/10/1993,Salaried,26/07/2017,14,1,1,0,0,0,742,C-Very Low Risk,1,1,0,0,55000,55000,0,0,0,3yrs 10mon,3yrs 10mon,0,0
518445,72817,101644,73.79,23136,51,7203,03/10/1990,Salaried,26/07/2017,7,1,1,0,0,0,750,C-Very Low Risk,4,3,0,43307,69900,55956,0,2,0,1yrs 0mon,2yrs 10mon,0,0
518650,54213,72300,77.73,23382,49,787,12/06/1980,Salaried,26/07/2017,18,1,1,0,0,0,737,C-Very Low Risk,1,1,0,39331,45500,45500,0,1,0,0yrs 4mon,0yrs 4mon,0,0
521243,61947,80010,79.99,16756,120,2941,14/05/1984,Salaried,06/08/2017,17,1,1,0,0,0,753,C-Very Low Risk,13,4,0,0,40188,40188,2387,0,0,1yrs 0mon,1yrs 9mon,0,0
620573,53078,74485,73.84,23289,49,6082,31/01/1995,Self employed,26/08/2018,3,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
620849,34341,71412,49.01,23279,86,6868,03/01/1987,Self employed,26/08/2018,13,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
621038,75751,108280,72.04,23091,51,5844,01/01/1983,Self employed,26/08/2018,3,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
530365,49803,72131,70.7,23352,120,1045,17/05/1993,Salaried,08/09/2017,6,1,0,1,0,0,738,C-Very Low Risk,1,1,0,10000,25000,25000,0,0,0,0yrs 5mon,0yrs 5mon,0,0
619944,56333,79712,74.02,18306,86,5294,04/07/1973,Self employed,26/08/2018,3,1,1,0,0,0,380,K-High Risk,2,2,2,1778,17294,17294,0,0,2,0yrs 10mon,0yrs 10mon,0,1
620702,62947,72788,87.93,14545,86,1870,22/03/1974,Self employed,26/08/2018,4,1,1,0,0,0,378,K-High Risk,9,3,1,295797,710151,742445,6514,0,0,5yrs 0mon,12yrs 6mon,1,0
543421,53800,74000,73.95,14770,86,1641,11/09/1983,Salaried,02/11/2017,4,1,1,0,0,0,738,C-Very Low Risk,3,1,0,18725,20000,20000,6995,1,0,0yrs 11mon,2yrs 1mon,1,0
616467,53639,72398,77.35,17436,48,2605,01/01/1984,Self employed,26/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
621781,59463,72344,84.32,21347,86,2596,01/01/1962,Self employed,26/08/2018,4,1,1,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,37500,37500,2209,0,0,5yrs 4mon,5yrs 4mon,0,0
619077,47649,75202,66.49,16277,45,571,23/12/1976,Self employed,26/08/2018,15,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,110904,121000,121000,0,1,1,0yrs 2mon,0yrs 2mon,0,0
620606,55403,68610,84.24,18165,51,576,01/01/1992,Self employed,26/08/2018,15,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,3,1,0,1.00E+05,1.00E+05,1.00E+05,0,2,0,0yrs 2mon,0yrs 6mon,1,0
611529,50303,62712,82.92,14711,45,39,01/01/1968,Self employed,15/08/2018,1,1,1,0,0,0,825,A-Very Low Risk,3,1,0,46014,50000,50000,4860,1,0,1yrs 1mon,2yrs 1mon,0,0
612181,51303,71508,72.72,22910,51,772,12/09/1978,Self employed,15/08/2018,18,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1106,0,0,0yrs 7mon,0yrs 7mon,0,0
613310,58113,66283,89.16,15142,86,989,01/01/1976,Self employed,15/08/2018,6,1,1,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,0,0
562123,52078,60000,88.33,18258,45,373,08/09/1998,NA,20/02/2018,11,1,1,0,0,0,738,C-Very Low Risk,5,3,0,51536,87206,87206,6845,0,0,1yrs 0mon,1yrs 6mon,0,1
613674,45889,65925,72.81,14854,45,5518,18/08/1975,Self employed,15/08/2018,3,1,1,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,0,2yrs 1mon,2yrs 1mon,0,0
614935,53303,69229,78,21854,86,6476,18/04/1995,Self employed,15/08/2018,5,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,0
516467,35439,65314,56.65,24372,51,7018,01/01/1971,Self employed,26/07/2017,7,1,1,0,0,0,736,C-Very Low Risk,1,1,0,44962,90000,90000,0,0,0,2yrs 8mon,2yrs 8mon,0,0
615149,58013,67671,88.66,18310,86,4936,04/04/1982,Self employed,15/08/2018,3,1,0,1,0,0,832,A-Very Low Risk,6,0,0,0,0,0,0,0,0,0yrs 4mon,0yrs 7mon,1,1
526939,62947,99585,65.27,23136,51,7186,01/01/1970,Self employed,17/08/2017,7,1,1,0,0,0,825,A-Very Low Risk,6,0,0,0,0,0,5433,0,0,1yrs 1mon,1yrs 7mon,0,0
615424,56413,67660,85.72,16565,45,1436,17/08/1975,Self employed,15/08/2018,6,1,1,0,0,0,783,B-Very Low Risk,2,1,0,6745,17990,17990,2249,1,0,1yrs 2mon,2yrs 3mon,0,0
613486,44749,66898,68.76,16624,86,1509,11/05/1977,Self employed,15/08/2018,6,1,1,0,0,0,749,C-Very Low Risk,6,2,0,34566,67990,67990,2524,0,0,0yrs 11mon,1yrs 3mon,0,0
524094,49228,66172,79.34,15781,51,33,14/04/1970,Self employed,17/08/2017,1,1,1,0,0,0,300,M-Very High Risk,1,0,1,0,0,0,2149,0,0,0yrs 0mon,0yrs 0mon,0,0
571194,61213,79294,78.19,18317,86,2989,10/04/1984,Salaried,05/04/2018,14,1,1,0,0,0,743,C-Very Low Risk,12,5,0,588840,726139,567044,2020,3,0,0yrs 9mon,1yrs 8mon,0,0
613708,59913,88390,69.01,15410,49,5860,14/01/1982,Self employed,15/08/2018,3,1,1,0,0,0,738,C-Very Low Risk,4,3,0,50168,71740,71740,4000,2,0,0yrs 7mon,1yrs 7mon,1,0
613818,59213,72694,83.91,23731,120,936,16/12/1986,Self employed,15/08/2018,6,1,1,0,0,0,738,C-Very Low Risk,3,3,0,13291,32990,32990,0,2,0,0yrs 3mon,0yrs 9mon,0,1
529303,60947,69009,89.84,17066,86,7087,01/01/1970,Salaried,08/09/2017,10,1,1,0,0,0,698,E-Low Risk,8,1,0,27772,50000,50000,809,0,0,1yrs 4mon,2yrs 6mon,0,0
612193,55559,74451,75.89,17189,51,1323,01/01/1976,Self employed,15/08/2018,6,1,0,1,0,0,720,D-Very Low Risk,9,2,0,548746,4230,904230,8480,1,0,2yrs 2mon,12yrs 5mon,0,0
529637,55189,67489,87.42,13975,45,3373,28/02/1971,Self employed,08/09/2017,9,1,1,0,0,0,309,L-Very High Risk,17,8,2,273025,1041411,1076376,30337,3,0,2yrs 1mon,9yrs 4mon,1,1
575063,39444,66934,61.7,15077,86,6797,01/11/1980,Salaried,16/04/2018,13,1,0,1,0,0,738,C-Very Low Risk,4,1,0,13767,25206,25206,2686,0,0,0yrs 11mon,1yrs 0mon,0,0
577250,54259,65692,85.25,15217,86,975,29/08/1990,Salaried,27/04/2018,6,1,0,1,0,0,760,C-Very Low Risk,2,2,0,1816621,18500,1998500,18340,0,0,1yrs 3mon,1yrs 7mon,0,1
578724,58847,72001,84.03,18178,86,1242,01/04/1976,Salaried,08/05/2018,6,1,0,1,0,0,738,C-Very Low Risk,9,2,0,48684,52000,52000,12499,2,0,1yrs 1mon,2yrs 0mon,2,0
579457,50303,71368,72.86,16505,86,1328,02/04/1995,Salaried,08/05/2018,6,1,0,0,1,0,755,C-Very Low Risk,3,1,0,14940,17170,17170,0,0,0,0yrs 6mon,1yrs 3mon,0,0
579474,67882,79000,88.61,24499,86,1794,06/10/1980,Salaried,08/05/2018,4,1,1,0,0,0,758,C-Very Low Risk,1,1,0,19501,56337,44006,0,0,0,2yrs 8mon,2yrs 8mon,0,0
540676,58513,67000,89.55,24246,45,1800,05/06/1972,Self employed,22/10/2017,4,1,1,0,0,0,300,M-Very High Risk,1,1,1,2166689,1832000,1832000,0,0,0,5yrs 6mon,5yrs 6mon,0,1
613322,47549,68188,71.13,21308,86,1509,14/07/1982,Self employed,15/08/2018,6,1,1,0,0,0,689,E-Low Risk,3,1,0,1912833,1950000,1950000,22269,0,0,0yrs 10mon,1yrs 3mon,0,1
612672,47445,67631,71.71,17189,51,1323,25/05/1977,Self employed,15/08/2018,6,1,1,0,0,0,677,F-Low Risk,9,1,0,1175,3535,3535,2729,1,0,0yrs 8mon,1yrs 1mon,1,1
614072,57559,70288,85.36,17916,86,4977,27/08/1983,Self employed,15/08/2018,3,1,1,0,0,0,635,G-Low Risk,9,2,0,20569,109000,109000,8825,0,0,1yrs 2mon,2yrs 1mon,0,0
610872,54600,66283,85,15217,86,979,01/01/1978,Self employed,15/08/2018,6,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
585854,60047,72500,84.83,14698,45,1720,13/12/1988,Salaried,30/05/2018,4,1,1,0,0,0,741,C-Very Low Risk,5,3,0,1666844,1733427,1733427,30105,2,0,0yrs 4mon,0yrs 9mon,0,0
611130,58227,80188,76.07,22681,51,5749,01/01/1997,Self employed,15/08/2018,3,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
613090,66169,112745,60.31,23728,51,5993,15/06/1990,Self employed,15/08/2018,3,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
613142,65882,97934,69.43,22934,48,6910,01/01/1996,Self employed,15/08/2018,12,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
594155,52803,66995,79.86,18129,45,1447,08/05/1997,Salaried,13/07/2018,6,1,0,1,0,0,738,C-Very Low Risk,1,1,0,6082,12166,12166,1521,1,0,0yrs 4mon,0yrs 4mon,1,0
613440,39439,78907,50.69,23195,45,5229,17/04/1989,Self employed,15/08/2018,3,1,1,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
595684,46145,67140,70,17694,45,2783,05/07/1979,Salaried,13/07/2018,2,1,1,0,0,0,738,C-Very Low Risk,9,1,0,1071687,1108177,1108177,2264,1,0,1yrs 5mon,4yrs 6mon,0,0
596128,59947,69545,87.71,15889,86,381,15/09/1992,Salaried,13/07/2018,11,1,1,0,0,0,738,C-Very Low Risk,1,1,0,17748,25000,25000,1288,0,0,0yrs 9mon,0yrs 9mon,0,1
596583,47749,67394,72.71,21156,86,1003,18/08/1973,Salaried,13/07/2018,6,1,1,0,0,0,753,C-Very Low Risk,7,2,0,78468,321209,321209,0,0,0,4yrs 3mon,6yrs 8mon,0,0
597010,32484,67552,49.59,16694,86,1509,18/08/1989,Salaried,24/07/2018,6,1,1,0,0,0,749,C-Very Low Risk,2,1,0,248065,350000,350000,0,0,0,1yrs 9mon,1yrs 11mon,0,0
613773,71417,98424,74.78,23609,86,6591,01/01/1997,Self employed,15/08/2018,13,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
614190,49349,73268,68.24,16199,86,3468,16/11/1959,Self employed,15/08/2018,9,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
601391,72123,99300,74.02,24099,86,1793,31/08/1991,Salaried,24/07/2018,4,1,1,0,0,0,738,C-Very Low Risk,3,2,0,8616,10200,10200,0,2,0,0yrs 4mon,1yrs 1mon,0,0
542102,65202,77608,87.62,16264,120,56,01/01/1970,Self employed,22/10/2017,1,1,1,0,0,0,300,M-Very High Risk,11,5,4,190883,258800,258800,5884,2,0,1yrs 10mon,9yrs 4mon,0,1
603007,35601,62394,59.3,15912,45,6260,21/12/1966,Salaried,04/08/2018,5,1,1,0,0,0,738,C-Very Low Risk,5,1,0,148051,150000,150000,3266,1,0,0yrs 10mon,1yrs 2mon,0,0
604572,57512,69922,84.38,17412,45,7094,03/11/1989,Salaried,04/08/2018,10,1,1,0,0,0,738,C-Very Low Risk,1,1,0,3831,7471,7471,1377,1,0,0yrs 3mon,0yrs 3mon,1,0
614630,26379,84250,33.83,14823,45,5244,01/01/1974,Self employed,15/08/2018,3,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
614749,59523,79576,77.38,24232,86,6744,15/02/1996,Self employed,15/08/2018,13,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
607212,59259,74601,80.43,14293,86,3368,27/12/1992,Salaried,04/08/2018,9,1,1,0,0,0,737,C-Very Low Risk,2,2,0,71502,145500,145500,9027,1,0,0yrs 7mon,1yrs 1mon,0,0
607239,64200,85308,77.02,21108,120,4602,01/01/1980,Salaried,04/08/2018,8,1,1,0,0,0,738,C-Very Low Risk,1,1,0,9526,20000,20000,2000,0,0,0yrs 7mon,0yrs 7mon,1,1
615380,54229,68660,84.47,20286,86,6971,17/09/1966,Self employed,15/08/2018,7,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
613131,63447,81000,80.25,20675,86,1765,06/11/1990,Salaried,15/08/2018,4,1,1,0,0,0,753,C-Very Low Risk,5,1,0,0,244000,244000,45,0,0,1yrs 3mon,4yrs 7mon,0,0
615398,54900,66636,85,15196,86,1047,04/05/1957,Self employed,15/08/2018,6,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
615402,53078,69773,77.39,23238,120,6884,04/12/1959,Self employed,15/08/2018,13,1,0,1,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
615459,30484,75500,42.38,21022,51,6500,26/04/1991,Self employed,15/08/2018,5,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
614997,56759,73500,78.23,22430,45,2387,01/11/1982,Salaried,15/08/2018,4,1,1,0,0,0,738,C-Very Low Risk,2,2,0,7399,16533,16533,0,2,0,0yrs 3mon,0yrs 4mon,0,0
615015,59747,72486,83.88,17551,86,2782,24/11/1996,Salaried,15/08/2018,2,1,1,0,0,0,753,C-Very Low Risk,2,2,0,11328,24897,24897,0,1,0,0yrs 5mon,0yrs 10mon,0,1
617266,77079,95842,81.38,15905,86,6296,01/01/1994,Salaried,26/08/2018,5,1,1,0,0,0,738,C-Very Low Risk,2,2,0,10131,19399,19399,0,2,0,0yrs 3mon,0yrs 5mon,0,0
615580,52573,97912,54.41,18169,86,764,01/01/1977,Self employed,15/08/2018,18,1,1,0,0,0,0,I-Medium Risk,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
618299,81236,111800,74.24,18170,51,5299,21/01/1984,Salaried,26/08/2018,3,1,1,0,0,0,738,C-Very Low Risk,3,2,0,147397,414250,414250,9590,1,0,1yrs 6mon,3yrs 2mon,0,0
542191,46345,67562,71.34,22644,86,6818,05/12/1969,Self employed,22/10/2017,13,1,0,1,0,0,300,M-Very High Risk,10,5,1,172824,400675,400675,8779,1,1,2yrs 8mon,7yrs 11mon,0,1
622186,63369,77219,84.44,22773,51,1699,11/06/1987,Salaried,06/09/2018,4,1,1,0,0,0,738,C-Very Low Risk,1,1,0,114004,121599,121599,0,0,0,0yrs 6mon,0yrs 6mon,0,0
610030,42394,71747,61.33,23909,120,6290,07/04/1982,Self employed,15/08/2018,5,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
610068,38939,64880,61.65,24408,45,792,01/01/1993,Self employed,15/08/2018,15,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
610671,57259,101173,57.33,20710,48,5634,01/01/1978,Self employed,15/08/2018,3,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
615873,63332,77000,85,14791,86,1794,21/02/1991,Self employed,15/08/2018,4,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
615581,45349,69786,65.92,16692,51,2401,03/06/1961,Self employed,15/08/2018,4,1,1,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,0,0,12yrs 5mon,12yrs 5mon,0,1
632809,45549,68233,69.17,15357,45,1815,06/09/1983,Salaried,17/09/2018,4,1,1,0,0,0,739,C-Very Low Risk,13,8,0,507487,933207,737760,4932,2,0,0yrs 11mon,2yrs 0mon,1,0
612706,28529,76160,39.39,23091,51,5809,15/04/1978,Self employed,15/08/2018,3,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,18747,20000,20000,1900,1,0,0yrs 2mon,0yrs 2mon,0,0
640070,82186,123900,67.8,24101,120,1769,01/06/1967,Salaried,20/10/2018,4,1,1,0,0,0,738,C-Very Low Risk,1,1,0,187753,2.00E+05,2.00E+05,0,1,0,0yrs 5mon,0yrs 5mon,0,0
612297,129598,167976,78.5,23127,49,2029,06/10/1985,Self employed,15/08/2018,4,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,2,1,0,49955,50000,50000,550,1,0,1yrs 11mon,3yrs 10mon,0,1
641450,46649,68096,70.64,21206,86,534,30/12/1991,Salaried,20/10/2018,11,1,1,0,0,0,738,C-Very Low Risk,4,2,1,12729,14021,14021,6171,1,0,0yrs 9mon,2yrs 0mon,1,0
642407,62947,74361,86.07,21949,86,6675,01/10/1962,Salaried,20/10/2018,13,1,0,1,0,0,737,C-Very Low Risk,8,2,0,330340,415000,415000,19224,0,0,1yrs 10mon,3yrs 4mon,0,0
644202,51803,63077,84.82,18125,45,94,26/05/1997,Salaried,20/10/2018,16,1,1,0,0,0,738,C-Very Low Risk,2,1,0,7884,9461,9461,3247,1,0,0yrs 3mon,0yrs 6mon,1,1
644778,36739,62150,61.63,16092,51,51,24/12/1999,NA,20/10/2018,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,8639,12961,12961,5352,1,0,0yrs 5mon,0yrs 9mon,0,1
604760,63563,76773,83.82,22293,45,1603,07/02/1988,Self employed,04/08/2018,4,1,1,0,0,0,738,C-Very Low Risk,2,1,0,50964,55000,55000,4741,1,0,0yrs 5mon,0yrs 6mon,1,0
606160,48068,73679,68.54,23453,86,6940,26/09/1984,Self employed,04/08/2018,12,1,1,0,0,0,738,C-Very Low Risk,1,1,0,22713,30000,30000,1600,0,0,0yrs 9mon,0yrs 9mon,0,1
608275,49263,73449,70.8,18068,86,6102,01/04/1996,Self employed,04/08/2018,3,1,0,1,0,0,738,C-Very Low Risk,1,1,0,54732,65000,65000,1425,0,0,0yrs 8mon,0yrs 8mon,0,0
602801,57113,73256,79.86,14234,86,2695,03/05/1975,Self employed,04/08/2018,4,1,1,0,0,0,726,D-Very Low Risk,12,2,0,1374,66499,66499,6102,0,0,0yrs 5mon,0yrs 11mon,0,0
417732,19774,59048,35.06,24310,45,261,05/06/1978,Salaried,03/02/2016,11,1,1,0,0,0,708,D-Very Low Risk,9,6,0,122119,195201,195201,11704,3,0,0yrs 11mon,1yrs 8mon,1,0
419347,65780,76198,88.84,14614,86,4611,31/05/1983,Salaried,25/02/2016,8,1,1,0,0,0,706,D-Very Low Risk,1,1,0,2994,20000,20000,1045,0,0,1yrs 10mon,1yrs 10mon,0,0
605606,65882,83872,81.08,15201,45,5104,01/01/1975,Self employed,04/08/2018,3,1,1,0,0,0,721,D-Very Low Risk,2,1,0,60807,133127,133127,0,0,0,7yrs 8mon,10yrs 1mon,0,0
421598,39100,66068,62.06,15142,86,1045,01/01/1977,Salaried,07/03/2016,6,1,1,0,0,0,733,D-Very Low Risk,5,3,0,2122,50970,50970,0,1,0,0yrs 9mon,1yrs 3mon,0,0
421723,33084,68000,49.41,23989,120,2377,18/05/1983,Salaried,07/03/2016,4,1,1,0,0,0,714,D-Very Low Risk,15,8,0,2842171,3918192,4024445,12602,1,1,2yrs 6mon,6yrs 9mon,0,0
423480,30484,63090,50.72,23092,45,551,01/01/1993,Salaried,29/03/2016,15,1,1,0,0,0,708,D-Very Low Risk,10,5,0,74285,113779,113779,9619,2,0,0yrs 8mon,1yrs 3mon,2,0
606710,47349,70879,69.13,23532,86,5926,02/12/1992,Self employed,04/08/2018,3,1,0,1,0,0,708,D-Very Low Risk,2,2,0,29790,74363,71739,0,0,0,0yrs 11mon,0yrs 11mon,0,0
605902,81686,114750,73.2,23489,51,5849,01/01/1962,Self employed,04/08/2018,3,1,1,0,0,0,701,E-Low Risk,4,1,0,20,20,20,32735,0,0,6yrs 0mon,11yrs 3mon,0,1
608930,56963,64725,89.92,18344,45,1310,25/04/1975,Self employed,04/08/2018,6,1,0,1,0,0,657,F-Low Risk,1,1,0,38347,40786,40786,0,1,0,0yrs 3mon,0yrs 3mon,0,1
542708,54547,63043,89.78,18344,45,1353,19/09/1970,Salaried,22/10/2017,6,1,0,1,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,10970,10970,10970,1939,1,0,0yrs 1mon,0yrs 1mon,0,0
433996,52528,63950,85.14,23311,86,6739,08/08/1990,Salaried,23/05/2016,13,1,1,0,0,0,706,D-Very Low Risk,1,1,0,420039,530000,530000,12178,0,0,1yrs 5mon,1yrs 5mon,0,0
435038,51923,60236,89.65,22817,86,1333,01/09/1993,Salaried,03/06/2016,6,1,1,0,0,0,728,D-Very Low Risk,7,4,0,165893,227890,227890,4101,2,0,1yrs 2mon,2yrs 6mon,0,0
440637,48349,67714,73.84,22633,45,6971,01/12/1988,Salaried,17/07/2016,7,1,1,0,0,0,710,D-Very Low Risk,3,2,0,31250,42500,42500,4040,1,0,0yrs 4mon,0yrs 7mon,1,0
441437,35939,60249,62.24,18180,86,6,19/10/1996,Salaried,17/07/2016,1,1,1,0,0,0,708,D-Very Low Risk,4,3,0,25789,45489,45489,1983,3,0,0yrs 4mon,0yrs 6mon,0,0
604471,56439,78426,74.5,24048,86,6763,29/10/1992,Self employed,04/08/2018,13,1,0,1,0,0,625,H-Medium Risk,3,2,0,303478,361458,332004,0,1,1,0yrs 11mon,1yrs 8mon,0,1
444285,57213,65038,89.95,22778,86,1320,25/07/1992,Salaried,28/07/2016,6,1,1,0,0,0,733,D-Very Low Risk,4,4,0,33276,173000,73058,0,2,1,1yrs 6mon,3yrs 11mon,0,1
544809,41394,59386,72.41,16633,45,2578,01/01/1971,Self employed,02/11/2017,4,1,1,0,0,0,300,M-Very High Risk,1,1,1,92260,110000,110000,0,0,0,4yrs 0mon,4yrs 0mon,0,0
448963,48249,67123,73.75,14234,86,2703,27/10/1995,Salaried,30/08/2016,4,1,1,0,0,0,726,D-Very Low Risk,7,2,0,7396,25990,25990,0,2,0,0yrs 5mon,1yrs 2mon,0,0
449273,55013,78541,72.57,17921,86,3005,10/05/1993,Salaried,30/08/2016,14,1,1,1,0,0,728,D-Very Low Risk,5,4,0,190189,509437,287905,0,2,0,0yrs 10mon,2yrs 0mon,0,0
604610,60213,70629,87.78,16264,120,36,15/12/1985,Self employed,04/08/2018,1,1,1,0,0,0,625,H-Medium Risk,2,2,0,26004,52867,53921,0,0,0,0yrs 11mon,1yrs 5mon,0,0
