UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
648963,61063,81710,79.55,138,14723,51,3320,30/10/1993,Salaried,31/10/2018,9,1676,1,0,0,1,0,0,560,J-High Risk,4,4,0,260057,391040,317869,0,1,1,0yrs 9mon,1yrs 6mon,0,1
495526,61031,72881,86.24,70,16760,45,2407,05/02/1988,Self employed,07/09/2018,4,897,1,1,1,0,0,0,585,I-Medium Risk,1,0,0,0,0,0,2644,0,1,0yrs 8mon,0yrs 8mon,0,0
561860,61027,69797,89.66,73,18400,86,263,07/02/1978,Self employed,08/10/2018,11,2761,1,1,0,0,0,0,300,M-Very High Risk,2,1,1,87280,123000,123000,1315,0,0,4yrs 1mon,7yrs 7mon,0,1
603310,61013,79442,78.04,18,14115,86,2680,05/09/1993,Salaried,23/10/2018,4,1100,1,1,0,0,0,0,733,D-Very Low Risk,6,2,0,0,23839,23839,0,0,0,1yrs 1mon,1yrs 7mon,0,0
536268,60997,73000,85,2,22998,86,1683,01/01/1984,Self employed,25/09/2018,4,2186,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,15800,30000,30000,3000,1,0,0yrs 3mon,0yrs 3mon,0,0
644342,60993,71600,89.39,5,23643,86,3340,27/11/1983,Salaried,30/10/2018,9,2386,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,56871,61000,61000,3165,1,0,0yrs 3mon,0yrs 3mon,0,0
621841,60963,73087,84.83,146,21980,86,2951,11/02/1968,Self employed,25/10/2018,14,2927,1,1,0,0,0,0,653,F-Low Risk,1,1,0,26308,48000,48000,0,0,0,1yrs 0mon,1yrs 0mon,0,1
540374,60963,73928,84.54,5,17980,86,3396,05/06/1962,Self employed,27/09/2018,9,3263,1,0,0,0,0,1,14,Not Scored: Only a Guarantor,1,1,1,10091566,1.00E+07,1.00E+07,0,1,1,3yrs 11mon,5yrs 2mon,0,0
529303,60947,69009,89.84,63,17066,86,7087,01/01/1970,Salaried,23/09/2018,10,1283,1,1,0,0,0,0,698,E-Low Risk,8,1,0,27772,50000,50000,809,0,0,1yrs 4mon,2yrs 6mon,0,0
600827,60947,69376,89.37,1,22056,45,4924,15/04/1998,NA,22/10/2018,3,758,1,0,1,1,0,0,300,M-Very High Risk,2,2,1,12273,55970,55970,1100,1,0,6yrs 7mon,12yrs 11mon,1,0
526164,60947,70201,88.32,16,18473,86,3000,16/03/2000,NA,21/09/2018,14,263,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,1631,0,0,1yrs 3mon,1yrs 3mon,0,1
570197,60947,73675,84.15,255,23448,45,5835,10/03/1990,Self employed,11/10/2018,3,1755,1,1,0,0,0,0,712,D-Very Low Risk,2,1,0,183401,6.00E+05,6.00E+05,14274,0,0,2yrs 3mon,3yrs 8mon,0,0
521197,60947,76445,82.41,65,16159,45,6814,01/01/1979,Self employed,20/09/2018,13,771,1,0,0,1,0,0,825,A-Very Low Risk,5,1,0,45717,50000,50000,8260,1,0,0yrs 8mon,1yrs 0mon,1,0
552367,60947,79613,79.13,7,23173,86,5858,11/12/1993,Self employed,30/09/2018,3,956,1,1,0,0,0,0,763,B-Very Low Risk,6,2,0,114004,155000,155000,17600,1,0,0yrs 10mon,1yrs 5mon,1,1
464924,60947,90829,69.36,65,23792,145,6779,01/10/1964,Self employed,25/08/2018,13,925,1,0,0,1,0,0,741,C-Very Low Risk,4,1,0,153764,5.00E+05,5.00E+05,8500,0,0,5yrs 10mon,9yrs 1mon,1,0
640641,60913,71200,87.08,5,17408,51,3428,09/11/1976,Salaried,30/10/2018,9,1996,1,1,0,0,1,0,357,K-High Risk,3,2,2,185721,426000,426000,0,0,0,3yrs 10mon,6yrs 3mon,0,0
648493,60747,69367,89.09,63,16309,45,7086,29/02/1988,Salaried,31/10/2018,10,131,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,2677,0,1,0yrs 6mon,0yrs 7mon,1,0
636292,60653,75088,83.9,5,15663,86,3363,30/07/1986,Salaried,29/10/2018,9,32,1,1,0,0,0,0,763,B-Very Low Risk,2,1,0,5990,23990,23990,1771,0,0,1yrs 3mon,2yrs 1mon,1,1
438289,60633,78101,81.95,138,14178,86,3340,14/08/1975,Self employed,14/08/2018,9,2607,1,1,0,0,0,0,762,B-Very Low Risk,1,1,0,13374,54135,54135,2752,0,0,1yrs 5mon,1yrs 5mon,0,0
631672,60583,67340,93.56,34,23024,86,996,30/06/1990,Salaried,27/10/2018,6,2923,1,1,0,0,0,0,658,F-Low Risk,4,4,0,1162179,1228357,1225527,12964,2,0,1yrs 1mon,2yrs 2mon,0,1
548516,60583,74194,84.91,74,16646,86,2578,05/07/1987,Salaried,29/09/2018,4,1053,1,1,0,0,0,0,635,G-Low Risk,1,1,0,43746,42000,42000,0,0,0,0yrs 6mon,0yrs 6mon,1,0
424691,60561,74541,84,36,17920,86,6533,03/10/1975,Salaried,07/08/2018,13,1677,1,0,0,1,0,0,300,M-Very High Risk,6,3,1,98429,669526,669526,16185,0,0,3yrs 3mon,6yrs 3mon,0,0
486807,60478,72076,85,2,14834,86,1711,08/06/1990,Self employed,03/09/2018,4,101,1,1,0,0,0,0,300,M-Very High Risk,6,5,2,416375,587060,609105,0,0,0,1yrs 5mon,1yrs 11mon,1,1
579930,60468,101521,60.6,65,23854,86,6807,01/03/1979,Self employed,15/10/2018,13,919,1,0,1,0,0,0,657,F-Low Risk,1,1,0,476920,473000,473000,0,0,0,1yrs 2mon,1yrs 2mon,0,0
565688,60463,80768,76.76,5,17980,86,3327,24/01/1987,Salaried,09/10/2018,9,853,1,1,0,0,0,0,790,B-Very Low Risk,6,4,0,263464,281558,333419,0,2,0,1yrs 10mon,3yrs 9mon,0,0
481355,60447,69000,89.86,2,22764,86,1733,09/01/1983,Salaried,31/08/2018,4,49,1,1,0,0,0,0,605,H-Medium Risk,1,0,0,0,0,0,0,0,0,6yrs 4mon,6yrs 4mon,1,1
476385,60372,91095,71.35,103,18823,86,6984,05/04/1987,Salaried,30/08/2018,7,289,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,9996,30000,30000,0,0,0,0yrs 9mon,0yrs 9mon,0,0
569610,60353,79815,78.93,5,15642,120,3421,02/04/1995,Self employed,11/10/2018,9,936,1,1,0,0,0,0,324,L-Very High Risk,1,0,0,0,0,0,0,0,1,1yrs 10mon,1yrs 10mon,1,1
616421,60247,75000,82.67,147,17501,45,2800,01/01/1984,Salaried,25/10/2018,2,2299,1,1,0,0,0,0,300,M-Very High Risk,5,1,1,14832,25000,25000,4170,0,0,1yrs 5mon,2yrs 0mon,1,1
604610,60213,70629,87.78,3,16264,120,36,15/12/1985,Self employed,23/10/2018,1,3249,1,1,0,0,0,0,625,H-Medium Risk,2,2,0,26004,52867,53921,0,0,0,0yrs 11mon,1yrs 5mon,0,0
599446,60213,70459,86.58,34,15142,86,992,07/03/1975,Self employed,22/10/2018,6,1401,1,1,0,0,0,0,708,D-Very Low Risk,7,2,0,126925,212499,212499,0,0,0,1yrs 6mon,4yrs 4mon,0,1
644889,60213,71600,85.2,34,15142,86,996,12/12/1993,Self employed,30/10/2018,6,1456,1,0,0,1,0,0,708,D-Very Low Risk,7,3,0,122452,275499,275499,3686,2,0,0yrs 8mon,1yrs 11mon,1,0
565467,60213,78500,77.71,2,15097,86,2368,31/05/1981,Salaried,09/10/2018,4,1490,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),4,1,0,8000,8000,8000,0,0,0,0yrs 2mon,0yrs 3mon,0,0
590267,60213,81100,75.83,13,20716,86,4549,23/03/1990,Salaried,20/10/2018,8,2517,1,1,0,0,0,0,680,F-Low Risk,13,5,0,-4826,63385,63385,192,4,0,0yrs 2mon,0yrs 8mon,0,0
574477,60200,84331,72.33,136,16023,51,3793,19/07/1993,Self employed,13/10/2018,8,3168,1,0,0,1,0,0,742,C-Very Low Risk,1,1,0,0,47000,47000,0,0,0,3yrs 2mon,3yrs 2mon,0,0
513104,60187,72282,85,13,20706,86,4539,15/05/1979,Self employed,17/09/2018,8,1254,1,1,0,0,0,0,825,A-Very Low Risk,2,1,0,11613,40000,40000,2505,0,0,1yrs 5mon,1yrs 6mon,0,0
651451,60187,104886,60.07,120,24341,51,6944,01/01/1973,Self employed,31/10/2018,12,2882,1,1,0,0,0,0,650,G-Low Risk,10,3,0,172923,218000,218000,18488,1,0,1yrs 5mon,6yrs 2mon,0,1
598223,60177,72428,85,138,14178,86,3324,18/07/1993,Self employed,22/10/2018,9,1099,1,1,0,0,0,0,622,H-Medium Risk,2,0,0,0,0,0,80548,0,0,3yrs 2mon,4yrs 3mon,0,1
546741,60061,77553,80.72,78,20343,120,2079,01/01/1984,Self employed,28/09/2018,4,1349,1,1,0,0,0,0,590,I-Medium Risk,2,1,0,4.00E+05,4.00E+05,4.00E+05,0,1,0,1yrs 9mon,3yrs 5mon,0,0
585854,60047,72500,84.83,2,14698,45,1720,13/12/1988,Salaried,17/10/2018,4,1215,1,1,0,0,0,0,741,C-Very Low Risk,5,3,0,1666844,1733427,1733427,30105,2,0,0yrs 4mon,0yrs 9mon,0,0
437792,59993,71501,89.51,5,14347,86,3389,15/08/1981,Self employed,14/08/2018,9,2380,1,1,0,0,0,0,751,C-Very Low Risk,12,4,1,48518,90975,90975,6527,1,0,2yrs 0mon,5yrs 9mon,1,1
602548,59973,79896,80.1,103,20286,86,6989,05/06/1991,Self employed,22/10/2018,7,713,1,1,0,0,0,0,542,J-High Risk,1,1,0,19953,74000,74000,0,0,0,4yrs 0mon,4yrs 0mon,0,0
617998,59947,69036,89.81,8,23436,86,5324,01/01/1984,Self employed,25/10/2018,3,960,1,1,0,0,0,0,770,B-Very Low Risk,3,3,0,705544,738400,739066,0,1,0,2yrs 4mon,6yrs 2mon,0,0
596128,59947,69545,87.71,62,15889,86,381,15/09/1992,Salaried,21/10/2018,11,2736,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,17748,25000,25000,1288,0,0,0yrs 9mon,0yrs 9mon,0,1
628319,59947,105000,58.1,152,23779,51,6059,20/02/1980,Self employed,26/10/2018,3,1228,1,1,0,0,0,0,412,K-High Risk,10,3,0,219736,327900,327900,73685,1,0,0yrs 10mon,3yrs 8mon,0,0
494421,59913,70533,86.06,66,18100,86,3107,01/01/1977,Self employed,07/09/2018,17,2988,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,9899,22710,22710,0,2,0,0yrs 4mon,0yrs 4mon,0,1
613708,59913,88390,69.01,29,15410,49,5860,14/01/1982,Self employed,24/10/2018,3,1936,1,1,0,0,0,0,738,C-Very Low Risk,4,3,0,50168,71740,71740,4000,2,0,0yrs 7mon,1yrs 7mon,1,0
529490,59865,76495,81.57,36,22915,86,6570,01/01/1977,Self employed,23/09/2018,13,1741,1,0,1,0,0,0,657,F-Low Risk,1,1,0,181320,332242,332242,0,0,0,2yrs 1mon,2yrs 1mon,0,0
550746,59840,68422,89.74,61,16016,86,1357,01/06/1989,Salaried,29/09/2018,6,1411,1,1,0,0,0,0,599,I-Medium Risk,1,1,1,4004,7961,7961,1387,1,1,0yrs 4mon,0yrs 4mon,1,1
615015,59747,72486,83.88,147,17551,86,2782,24/11/1996,Salaried,24/10/2018,2,522,1,1,0,0,0,0,753,C-Very Low Risk,2,2,0,11328,24897,24897,0,1,0,0yrs 5mon,0yrs 10mon,0,0
541034,59713,68461,89.1,19,23355,86,1831,01/06/1967,Self employed,27/09/2018,4,274,1,1,0,0,0,0,640,G-Low Risk,14,7,1,3493193,3770970,3770970,56864,3,0,1yrs 3mon,4yrs 11mon,1,0
542151,59713,69619,86.9,162,17094,86,1841,30/08/1990,Salaried,27/09/2018,4,298,1,1,0,0,0,0,552,J-High Risk,5,3,0,6016,52937,52937,8113,1,1,0yrs 7mon,0yrs 9mon,0,1
507333,59713,72586,84.73,3,22945,86,91,02/01/1990,Self employed,14/09/2018,1,858,1,1,1,0,0,0,413,K-High Risk,7,6,2,298985,522084,517431,10968,2,2,1yrs 6mon,6yrs 3mon,1,1
645248,59713,74114,81.63,34,16310,86,988,16/09/1965,Self employed,31/10/2018,6,588,1,1,0,0,0,0,832,A-Very Low Risk,15,0,0,0,0,0,185,0,0,0yrs 7mon,1yrs 1mon,0,0
553912,59713,75913,79.7,17,13984,86,3221,04/08/1994,Salaried,30/09/2018,17,2849,1,1,0,0,0,0,456,K-High Risk,4,1,0,155662,2.00E+05,2.00E+05,11906,0,0,0yrs 11mon,1yrs 8mon,0,0
589965,59697,72884,84.38,74,22928,86,2578,01/01/1983,Self employed,20/10/2018,4,83,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1200,0,0,0yrs 6mon,0yrs 6mon,0,0
630871,59650,70806,86.15,146,21980,86,2951,20/12/1990,Salaried,27/10/2018,14,1193,1,1,0,0,0,0,654,F-Low Risk,3,3,0,25812,65819,65819,6676,1,0,0yrs 10mon,1yrs 3mon,1,0
443472,59647,68000,89.71,2,14975,86,1716,03/02/1976,Self employed,17/08/2018,4,2388,1,1,0,0,0,0,576,I-Medium Risk,9,0,1,0,0,0,2750,0,0,1yrs 9mon,7yrs 4mon,0,0
566379,59613,105135,57.45,36,18296,48,6572,01/01/1971,Self employed,10/10/2018,13,2091,1,0,0,1,0,0,613,H-Medium Risk,1,1,0,55695,0,0,0,0,0,6yrs 3mon,6yrs 3mon,0,1
599444,59494,70430,87.89,3,22724,51,557,01/01/1985,Self employed,22/10/2018,15,3683,1,1,0,0,0,0,607,H-Medium Risk,1,1,1,15664,0,28900,2150,0,1,0yrs 9mon,0yrs 9mon,1,0
621781,59463,72344,84.32,74,21347,86,2596,01/01/1962,Self employed,25/10/2018,4,1518,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,37500,37500,2209,0,0,5yrs 4mon,5yrs 4mon,0,0
422729,59447,68570,89.98,70,16764,86,2405,01/04/1987,Salaried,06/08/2018,4,528,1,0,1,0,1,0,680,F-Low Risk,9,6,0,70698,109479,109479,7198,5,0,0yrs 4mon,0yrs 9mon,1,0
566995,59446,72157,85,138,14178,86,3341,03/09/1986,Self employed,10/10/2018,9,1621,1,0,0,1,0,0,300,M-Very High Risk,1,1,1,16816,30000,30000,1548,0,0,2yrs 0mon,2yrs 0mon,0,1
551319,59413,67819,89.95,67,17530,86,1491,16/02/1984,Salaried,30/09/2018,6,1984,1,1,0,0,0,0,811,A-Very Low Risk,2,0,0,0,0,0,28000,0,0,0yrs 10mon,1yrs 1mon,0,0
434925,59413,67000,89.85,2,23799,86,1653,02/04/1974,Self employed,12/08/2018,4,751,1,1,0,0,0,0,679,F-Low Risk,24,4,0,162587,195990,195990,33617,3,0,1yrs 0mon,4yrs 1mon,2,0
568869,59388,71500,85,67,16694,86,1482,15/04/1960,Self employed,11/10/2018,6,169,1,1,0,0,0,0,362,K-High Risk,3,3,1,66443,77150,77150,6884,3,1,0yrs 0mon,0yrs 2mon,0,0
620676,59368,68246,90,65,17272,45,6825,12/03/1971,Salaried,25/10/2018,13,1795,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,4560,15200,15200,0,1,0,0yrs 5mon,0yrs 5mon,0,1
474135,59313,67973,89.89,162,23833,86,1849,12/01/1970,Salaried,29/08/2018,4,11,1,1,0,0,0,0,630,H-Medium Risk,6,2,0,195833,611000,611000,34010,0,0,2yrs 6mon,6yrs 3mon,0,0
567749,59279,105082,58.13,36,24425,48,6702,01/01/1980,Self employed,10/10/2018,13,3071,1,0,0,1,0,0,455,K-High Risk,3,1,2,328046,450000,450000,16591,0,1,2yrs 7mon,4yrs 9mon,0,1
544228,59259,66880,89.71,69,24496,45,4144,10/11/1992,Self employed,28/09/2018,8,3297,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,1760,0,0,0yrs 5mon,0yrs 10mon,1,0
440036,59259,67000,89.55,5,13975,45,3418,14/12/1978,Salaried,16/08/2018,9,3061,1,1,0,0,0,0,675,F-Low Risk,1,1,0,14225,20000,20000,20000,0,0,0yrs 5mon,0yrs 5mon,1,0
570793,59259,68241,87.92,136,14189,86,3772,05/03/1978,Salaried,12/10/2018,8,146,1,1,0,0,0,0,712,D-Very Low Risk,3,1,0,251541,3.00E+05,3.00E+05,7098,0,0,1yrs 0mon,1yrs 1mon,0,0
592673,59259,70925,84.6,19,14375,86,1810,28/11/1994,Self employed,20/10/2018,4,603,1,1,0,0,0,0,721,D-Very Low Risk,4,2,0,13177,13177,13177,1775,2,0,1yrs 2mon,2yrs 4mon,0,0
577405,59259,71284,84.17,255,23202,86,5842,26/08/1990,Self employed,14/10/2018,3,22,1,0,0,1,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,9665,14500,14500,1209,1,0,0yrs 1mon,0yrs 1mon,0,1
639973,59259,71468,83.95,14,14198,86,825,01/10/1996,Salaried,30/10/2018,15,3004,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1182,0,0,0yrs 6mon,0yrs 6mon,1,1
607212,59259,74601,80.43,5,14293,86,3368,27/12/1992,Salaried,23/10/2018,9,2255,1,1,0,0,0,0,737,C-Very Low Risk,2,2,0,71502,145500,145500,9027,1,0,0yrs 7mon,1yrs 1mon,0,1
502871,59259,75900,79.05,5,23505,51,3342,05/03/1989,Salaried,12/09/2018,9,259,1,0,0,1,0,0,825,A-Very Low Risk,2,1,0,12488,30000,30000,4216,0,0,1yrs 0mon,1yrs 1mon,0,1
508627,59247,69469,88.24,117,23606,86,2108,22/05/1997,Self employed,15/09/2018,4,1015,1,1,0,0,0,0,737,C-Very Low Risk,2,2,0,148908,190565,190565,0,1,0,0yrs 5mon,0yrs 9mon,0,1
650339,59213,68858,88.59,61,21911,86,1316,01/01/1985,Salaried,31/10/2018,6,1655,1,1,0,0,0,0,608,H-Medium Risk,24,5,0,172519,262990,262990,19303,3,0,1yrs 2mon,2yrs 11mon,0,0
497212,59213,69470,87.81,138,20470,86,3372,05/07/1963,Salaried,08/09/2018,9,878,1,1,1,0,0,0,461,K-High Risk,11,9,2,161332,634689,634689,21446,0,4,3yrs 2mon,12yrs 6mon,0,0
613818,59213,72694,83.91,257,23731,120,936,16/12/1986,Self employed,24/10/2018,6,3516,1,1,0,0,0,0,738,C-Very Low Risk,3,3,0,13291,32990,32990,0,2,0,0yrs 3mon,0yrs 9mon,0,1
518098,59213,76863,79.36,9,23397,51,5451,01/01/1963,Self employed,19/09/2018,3,321,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),2,0,0,0,0,0,0,0,0,2yrs 3mon,3yrs 1mon,0,0
555318,59213,78069,78.14,1,17916,86,6092,22/02/1985,Self employed,03/10/2018,3,818,1,1,0,1,0,0,706,D-Very Low Risk,2,2,0,3100,36710,36710,1810,0,0,1yrs 5mon,1yrs 6mon,0,1
449589,59213,95710,63.73,152,14574,51,5137,04/05/1990,Self employed,20/08/2018,3,1022,1,1,0,0,1,0,825,A-Very Low Risk,1,0,0,0,0,0,806,0,0,1yrs 3mon,1yrs 3mon,0,0
439908,59211,70446,90,19,15685,86,1863,15/02/1970,Self employed,16/08/2018,4,1350,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,4594,12689,12689,2115,0,1,0yrs 8mon,0yrs 8mon,0,1
581147,59047,71720,84.63,67,18532,45,1429,01/07/1987,Salaried,16/10/2018,6,3502,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,16599,16599,16599,1276,2,0,0yrs 0mon,0yrs 0mon,1,0
542764,59013,68657,87.39,8,23115,86,5577,02/02/1979,Self employed,27/09/2018,3,569,1,1,1,0,0,0,572,I-Medium Risk,22,5,1,258278,415000,415000,44050,1,0,1yrs 0mon,2yrs 5mon,1,1
645487,59013,75098,79.9,146,15694,86,3005,01/01/1972,Self employed,31/10/2018,14,2640,1,1,0,0,0,0,708,D-Very Low Risk,8,7,0,49144,126249,126249,13407,7,0,0yrs 4mon,0yrs 11mon,0,0
653079,59013,76028,78.92,77,23516,49,2355,20/07/1990,Salaried,31/10/2018,4,2960,1,1,0,0,0,0,300,M-Very High Risk,2,2,2,17102,48000,48000,2720,0,0,2yrs 9mon,3yrs 0mon,1,0
607719,58973,65532,94.61,5,23643,86,3343,04/06/1966,Salaried,23/10/2018,9,525,1,1,0,0,0,0,853,A-Very Low Risk,10,5,0,2288470,3312192,3068344,3150,1,0,3yrs 4mon,8yrs 9mon,1,0
479839,58973,71625,86.56,18,14115,86,2700,22/12/1985,Self employed,30/08/2018,4,3170,1,1,0,0,0,0,676,F-Low Risk,23,13,0,5167934,5808736,5808736,74184,3,0,1yrs 1mon,2yrs 6mon,2,0
505978,58959,71499,83.92,136,18733,51,3822,15/07/1981,Salaried,14/09/2018,8,780,1,1,0,0,0,0,763,B-Very Low Risk,7,3,0,26540,95000,95000,4300,0,0,1yrs 9mon,2yrs 1mon,5,0
567400,58947,78687,77.52,152,13890,86,6029,07/01/1977,Salaried,10/10/2018,3,1294,1,1,1,0,0,0,667,F-Low Risk,2,2,0,96843,138100,138100,3171,1,0,0yrs 8mon,1yrs 4mon,0,0
458179,58947,85475,71.37,36,24225,120,6590,01/01/1984,Self employed,23/08/2018,13,1602,1,0,0,1,0,0,684,E-Low Risk,2,1,0,437892,478272,478272,0,0,0,1yrs 9mon,3yrs 0mon,0,1
533748,58913,69742,85.89,34,15142,86,1045,16/04/1993,Salaried,25/09/2018,6,864,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1550,0,0,0yrs 6mon,0yrs 6mon,1,0
568316,58877,99167,61.51,120,18732,45,6909,26/02/1960,Salaried,11/10/2018,12,872,1,1,0,0,0,0,800,B-Very Low Risk,4,3,0,559495,1154000,1073000,21874,0,0,3yrs 5mon,5yrs 4mon,0,0
578724,58847,72001,84.03,105,18178,86,1242,01/04/1976,Salaried,15/10/2018,6,3328,1,0,0,1,0,0,738,C-Very Low Risk,9,2,0,48684,52000,52000,12499,2,0,1yrs 1mon,2yrs 0mon,2,0
501412,58813,67440,89.86,19,23213,45,1912,05/01/1979,Salaried,12/09/2018,4,93,1,1,0,0,0,0,771,B-Very Low Risk,5,1,0,1584035,1882634,1882634,1920,0,0,1yrs 2mon,2yrs 6mon,0,0
439868,58808,67924,89.07,5,15663,86,3399,10/06/1972,Self employed,16/08/2018,9,1437,1,1,0,0,0,0,836,A-Very Low Risk,2,0,0,0,0,0,2467,0,0,1yrs 4mon,1yrs 8mon,0,0
439519,58759,67000,88.81,2,17473,86,1676,26/12/1980,Self employed,14/08/2018,4,1635,1,1,0,0,0,0,442,K-High Risk,2,1,1,11710,24500,24500,6177,0,0,1yrs 6mon,2yrs 1mon,0,0
616695,58759,70304,85.34,135,20878,86,1694,26/01/1978,Salaried,25/10/2018,4,239,1,1,0,0,0,0,554,J-High Risk,7,3,1,8291265,4598476,8598476,82853,2,1,2yrs 3mon,10yrs 5mon,1,0
597771,58759,73140,82.03,2,14690,86,1660,13/08/1988,Salaried,22/10/2018,4,1939,1,1,0,0,0,0,825,A-Very Low Risk,5,0,0,0,0,0,6806,0,0,0yrs 7mon,0yrs 11mon,0,0
623078,58759,74964,79.37,130,20520,45,1060,11/07/1990,Salaried,26/10/2018,6,670,1,0,0,1,0,0,587,I-Medium Risk,4,2,0,817693,710091,710091,4751,1,0,1yrs 11mon,2yrs 8mon,0,1
437012,58747,67697,89.22,67,16624,86,1511,09/09/1981,Self employed,14/08/2018,6,1385,1,1,0,0,0,0,737,C-Very Low Risk,9,3,1,36738,113760,113760,1528,1,0,1yrs 2mon,3yrs 3mon,0,0
426588,58713,71752,83.62,2,22866,86,2385,15/07/1986,Salaried,07/08/2018,4,97,1,1,0,0,0,0,659,F-Low Risk,3,3,0,837285,1017869,1017869,0,2,0,0yrs 4mon,0yrs 11mon,0,0
448441,58707,101211,61.26,64,17995,51,3469,01/01/1974,Self employed,18/08/2018,9,1483,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,1444,1,1,0yrs 9mon,1yrs 1mon,0,0
550683,58700,67276,89.18,63,16309,45,7084,06/05/1977,Self employed,29/09/2018,10,1397,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,3250,13000,13000,1625,1,0,0yrs 3mon,0yrs 3mon,0,0
553113,58693,75046,80.95,85,17139,86,1972,01/01/1978,Self employed,30/09/2018,4,2205,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,62732,0,0,0yrs 3mon,0yrs 3mon,0,1
432967,58659,67000,89.55,135,23550,86,1659,03/09/1977,Salaried,11/08/2018,4,2540,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,21603,26000,26000,1665,0,0,0yrs 6mon,0yrs 6mon,0,1
431075,58559,66800,89.82,5,15663,86,3385,10/08/1987,Self employed,10/08/2018,9,2751,1,1,0,0,0,0,726,D-Very Low Risk,26,10,0,1226308,1427854,1427854,40917,4,0,0yrs 10mon,2yrs 8mon,0,0
640607,58559,74366,80.68,146,21980,86,3017,28/12/1987,Self employed,30/10/2018,14,873,1,1,0,0,0,0,621,H-Medium Risk,2,2,0,57801,75000,75000,26890,1,0,0yrs 4mon,0yrs 7mon,0,1
546006,58513,66278,89.77,105,20333,45,1243,16/01/1982,Self employed,28/09/2018,6,2077,1,1,0,0,0,0,738,C-Very Low Risk,16,1,0,19069,20000,20000,18413,1,0,1yrs 1mon,2yrs 0mon,7,0
540676,58513,67000,89.55,135,24246,45,1800,05/06/1972,Self employed,27/09/2018,4,90,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,2166689,1832000,1832000,0,0,0,5yrs 6mon,5yrs 6mon,0,1
597871,58513,70890,84.64,34,16556,86,981,04/03/1983,Self employed,22/10/2018,6,359,1,1,0,0,0,0,520,K-High Risk,20,5,1,102532,225955,225955,20442,2,2,1yrs 2mon,3yrs 0mon,1,0
499420,58513,76000,78.95,248,24099,86,1793,11/12/1991,Self employed,11/09/2018,4,2714,1,1,0,0,0,0,741,C-Very Low Risk,11,5,0,1582059,1627890,1627890,14575,2,0,1yrs 0mon,3yrs 2mon,1,0
556319,58459,70804,84.74,138,20470,86,3382,01/01/1994,Self employed,03/10/2018,9,2238,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,13842,13842,13842,2307,1,0,0yrs 0mon,0yrs 0mon,1,0
583376,58447,75690,79.93,1,22285,49,5061,01/01/1997,NA,16/10/2018,3,2491,1,0,0,1,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,8690,17390,17390,1450,1,0,0yrs 2mon,0yrs 2mon,0,0
513909,58438,70500,85,135,22699,45,2396,06/03/1988,Salaried,18/09/2018,4,294,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,1777483,1782815,1782815,15707,1,0,0yrs 3mon,0yrs 3mon,0,1
