UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
435038,51923,60236,89.65,61,22817,86,1333,01/09/1993,Salaried,12/08/2018,6,2944,1,1,0,0,0,0,728,D-Very Low Risk,7,4,0,165893,227890,227890,0,0,0,0,0,0,4101,0,2,0,1yrs 2mon,2yrs 6mon,0,0
444571,41706,60900,74.71,3,14656,86,5,31/08/1993,Self employed,17/08/2018,1,2356,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
638287,59213,84406,72.27,10,23087,45,5727,25/08/1993,Self employed,29/10/2018,3,1495,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
604367,45599,67047,70.1,20,13926,45,6244,17/08/1993,Self employed,23/10/2018,5,125,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
513894,43394,74600,60.32,68,18059,86,854,12/08/1993,Self employed,18/09/2018,6,2609,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
567644,50503,68745,75.21,67,22045,86,1515,10/08/1993,Salaried,10/10/2018,6,96,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
581866,73317,83602,89.11,64,24364,86,3470,07/08/1993,Salaried,16/10/2018,9,3122,1,1,0,0,0,0,775,B-Very Low Risk,10,4,0,78738,97990,95762,0,0,0,0,0,0,4250,0,3,0,1yrs 0mon,2yrs 8mon,0,0
505079,62947,77007,84.41,42,22523,86,5232,03/08/1993,Self employed,14/09/2018,3,1657,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
468391,49783,70000,74.29,2,22998,120,1674,03/08/1993,Salaried,28/08/2018,4,484,1,1,0,0,0,0,679,F-Low Risk,4,3,0,17572,57890,53013,0,0,0,0,0,0,0,0,1,0,0yrs 9mon,1yrs 0mon,0,0
596938,47349,70725,69.28,120,21514,51,6911,01/08/1993,Self employed,22/10/2018,12,2337,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
461672,47349,60900,82.1,3,14656,86,53,30/07/1993,Salaried,24/08/2018,1,1136,1,1,1,0,0,0,824,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,4462,0,0,0,0yrs 11mon,0yrs 11mon,0,0
623284,49803,69211,73.69,250,23000,86,1562,28/07/1993,Salaried,26/10/2018,6,1945,1,1,0,0,0,0,699,E-Low Risk,7,7,0,81830,126794,126794,0,0,0,0,0,0,1775,0,6,0,0yrs 2mon,1yrs 1mon,0,0
591408,63447,72891,89.17,73,22569,45,524,23/07/1993,Salaried,20/10/2018,11,2196,1,1,1,0,0,0,669,F-Low Risk,4,1,0,19087,20000,0,0,0,0,0,0,0,6600,0,0,0,0yrs 10mon,1yrs 1mon,0,0
574477,60200,84331,72.33,136,16023,51,3793,19/07/1993,Self employed,13/10/2018,8,3168,1,0,0,1,0,0,742,C-Very Low Risk,1,1,0,0,47000,47000,0,0,0,0,0,0,0,0,0,0,3yrs 2mon,3yrs 2mon,0,0
598223,60177,72428,85,138,14178,86,3324,18/07/1993,Self employed,22/10/2018,9,1099,1,1,0,0,0,0,622,H-Medium Risk,2,0,0,0,0,0,0,0,0,0,0,0,80548,0,0,0,3yrs 2mon,4yrs 3mon,0,1
506931,68369,87621,79.89,67,17530,86,1468,17/07/1993,Salaried,14/09/2018,6,168,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
539570,57759,74500,79.87,147,19528,86,2824,15/07/1993,Salaried,26/09/2018,2,247,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
536936,52353,75366,71.65,146,17921,86,2953,13/07/1993,NA,26/09/2018,14,256,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,292842,307757,307757,0,0,0,0,0,0,9967,0,1,0,0yrs 2mon,0yrs 2mon,0,1
433925,52478,63627,84.87,67,22727,45,1519,11/07/1993,Salaried,11/08/2018,6,165,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
424267,23300,65340,36.73,76,16596,86,4416,07/07/1993,Self employed,06/08/2018,8,1361,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
555392,53303,66310,81.44,61,16487,45,1306,30/06/1993,Salaried,03/10/2018,6,821,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,2,1
550349,55759,72150,79,5,20973,120,3335,21/06/1993,Salaried,29/09/2018,9,1870,1,0,0,1,0,0,613,H-Medium Risk,7,3,1,70704,79186,79186,0,0,0,0,0,0,4511,0,6,0,0yrs 2mon,0yrs 9mon,2,0
496534,61947,80739,79.27,152,14370,86,5037,20/06/1993,Self employed,08/09/2018,3,604,1,1,0,0,0,0,752,C-Very Low Risk,16,14,0,6181454,6792470,6735293,2,1,0,7008,25234,25234,156779,3390,9,0,0yrs 7mon,1yrs 11mon,0,0
552573,66982,100829,68.53,36,23480,51,6589,20/06/1993,Self employed,30/09/2018,13,1602,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
504071,40884,59313,70.81,78,17014,45,1950,10/06/1993,Salaried,14/09/2018,4,218,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
557900,43794,80254,55.82,18,22708,86,2689,06/06/1993,Self employed,04/10/2018,4,418,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
483170,55259,67293,83.96,18,14878,45,2727,04/06/1993,Salaried,31/08/2018,4,1696,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
652364,57759,71625,82.37,217,24574,45,7302,02/06/1993,Self employed,31/10/2018,7,2621,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,59000,59000,59000,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
504869,73217,87142,85.95,19,23355,86,1880,01/06/1993,Salaried,14/09/2018,4,274,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
534112,51503,63972,82.07,70,16689,45,2412,01/06/1993,Salaried,25/09/2018,4,2247,1,0,0,0,1,0,417,K-High Risk,1,0,1,0,0,0,0,0,0,0,0,0,1400,0,0,0,0yrs 0mon,0yrs 0mon,0,0
552547,71017,113755,64.35,251,22995,48,6875,01/06/1993,Self employed,30/09/2018,13,2546,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
538325,50145,64332,82.23,105,20333,45,1280,31/05/1993,Salaried,26/09/2018,6,1573,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
634225,48881,65235,78.33,19,23213,45,1895,27/05/1993,Salaried,28/10/2018,4,93,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
593953,54913,67085,84.82,19,15357,45,1854,25/05/1993,Self employed,21/10/2018,4,292,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,23633,49830,49830,0,0,0,0,0,0,6488,0,1,0,0yrs 4mon,0yrs 7mon,0,0
446681,59213,82885,73.6,48,21883,86,6343,21/05/1993,Self employed,18/08/2018,5,450,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
492872,53303,68746,79.28,19,21264,86,1854,20/05/1993,Salaried,06/09/2018,4,502,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
600772,55500,63850,89.27,73,17786,45,535,17/05/1993,Self employed,22/10/2018,11,2057,1,1,0,0,0,0,657,F-Low Risk,1,1,0,47122,52000,52000,0,0,0,0,0,0,2817,0,1,0,0yrs 4mon,0yrs 4mon,2,1
530365,49803,72131,70.7,34,23352,120,1045,17/05/1993,Salaried,23/09/2018,6,2897,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,10000,25000,25000,0,0,0,0,0,0,0,0,0,0,0yrs 5mon,0yrs 5mon,0,0
455870,46859,64000,77.34,146,17355,45,2991,16/05/1993,Salaried,22/08/2018,14,317,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
522222,69169,105099,66.6,138,24242,49,3352,11/05/1993,Salaried,20/09/2018,9,3148,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
441236,79287,108387,74.96,8,23720,51,5268,10/05/1993,Salaried,16/08/2018,3,1425,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,19657,22183,22183,0,0,0,0,0,0,0,0,1,0,0yrs 3mon,0yrs 3mon,0,0
449273,55013,78541,72.57,146,17921,86,3005,10/05/1993,Salaried,20/08/2018,14,1887,1,1,0,1,0,0,728,D-Very Low Risk,5,4,0,190189,509437,287905,0,0,0,0,0,0,0,0,2,0,0yrs 10mon,2yrs 0mon,0,0
478649,49293,61900,82.39,34,15116,45,983,07/05/1993,Self employed,30/08/2018,6,246,1,0,0,1,0,0,751,C-Very Low Risk,5,4,0,560440,652830,652830,0,0,0,0,0,0,1093,0,1,0,1yrs 8mon,5yrs 11mon,0,0
533040,72817,109602,67.52,11,23964,51,6012,07/05/1993,Self employed,24/09/2018,3,1289,1,1,0,0,0,0,715,D-Very Low Risk,4,1,0,5.00E+05,5.00E+05,5.00E+05,0,0,0,0,0,0,0,0,2,1,1yrs 1mon,3yrs 0mon,0,0
604070,56883,72109,84.59,5,14293,86,3320,05/05/1993,Self employed,23/10/2018,9,2354,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
504782,68817,98500,72.08,8,22200,86,5312,05/05/1993,Salaried,14/09/2018,3,1356,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,10710,14340,14340,0,0,0,0,0,0,0,0,1,0,0yrs 4mon,0yrs 4mon,0,0
530044,42994,62427,69.84,257,23796,45,957,04/05/1993,Salaried,23/09/2018,6,2556,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
590393,53803,64197,84.89,67,18129,45,1429,01/05/1993,Salaried,20/10/2018,6,394,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
483984,51078,67410,78.62,5,23607,49,3310,28/04/1993,Self employed,31/08/2018,9,2475,1,0,0,1,0,0,836,A-Very Low Risk,1,0,0,0,0,0,2,2,1,418179,560500,560500,2925,11059,0,0,1yrs 3mon,1yrs 11mon,1,0
607002,58259,67443,87.48,9,16120,86,5479,25/04/1993,Self employed,23/10/2018,3,2723,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
533748,58913,69742,85.89,34,15142,86,1045,16/04/1993,Salaried,25/09/2018,6,864,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0yrs 6mon,0yrs 6mon,1,0
431972,51003,68214,77.7,14,24001,86,847,08/04/1993,Salaried,10/08/2018,15,2576,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0yrs 6mon,0yrs 6mon,1,0
474629,47349,69690,70.31,48,21215,86,6431,08/04/1993,Self employed,29/08/2018,5,1898,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
536456,42322,88176,51.03,136,15884,86,3794,03/04/1993,Self employed,25/09/2018,8,2569,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
547584,53393,74830,74.84,42,23600,48,5341,28/03/1993,Self employed,29/09/2018,3,2501,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
516260,56013,70201,81.2,146,16445,86,2944,23/03/1993,Self employed,18/09/2018,14,1558,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
517412,44749,68425,67.23,160,21773,86,82,22/03/1993,Self employed,19/09/2018,1,692,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,13050,17400,17400,0,0,0,0,0,0,2175,0,1,0,0yrs 0mon,0yrs 0mon,0,1
461741,48773,60941,84.51,104,20390,51,7125,18/03/1993,Self employed,24/08/2018,10,2373,1,1,0,0,0,0,671,F-Low Risk,12,11,0,310619,362283,362283,0,0,0,0,0,0,2142,0,8,0,0yrs 5mon,1yrs 11mon,0,0
477235,71817,100445,73.67,165,21022,51,6506,12/03/1993,Salaried,30/08/2018,5,2834,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
591950,56013,113530,51.09,7,23091,51,5858,05/03/1993,Self employed,20/10/2018,3,3152,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
574033,74027,89266,85,67,18166,86,1511,24/02/1993,Salaried,13/10/2018,6,628,1,1,0,0,0,0,650,G-Low Risk,3,1,0,3414,20000,30335,0,0,0,0,0,0,3816,0,0,1,0yrs 11mon,1yrs 7mon,2,0
453741,58513,67620,88.88,121,21043,86,3636,10/02/1993,Self employed,21/08/2018,9,2549,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
543980,72003,100510,72.51,152,14470,51,6030,10/02/1993,Self employed,28/09/2018,3,1294,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
610249,61213,82000,75.61,2,16204,86,2375,29/01/1993,Salaried,24/10/2018,4,1435,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
552912,45105,60136,78.49,160,22856,51,29,27/01/1993,Self employed,30/09/2018,1,1888,1,1,0,0,0,0,300,M-Very High Risk,3,1,1,11688,47188,47188,0,0,0,0,0,0,6804,0,0,0,1yrs 2mon,1yrs 10mon,0,1
564677,52538,93535,57.77,13,14614,86,4627,10/01/1993,Salaried,09/10/2018,8,1867,1,1,0,0,0,0,606,H-Medium Risk,5,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,0,0,0,0yrs 7mon,1yrs 0mon,0,0
608990,62762,91311,72.72,138,14178,86,3341,09/01/1993,Self employed,23/10/2018,9,708,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
457037,55659,63411,89.89,67,16624,86,1518,01/01/1993,Self employed,22/08/2018,6,1385,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
503922,55413,63445,89.84,3,22732,86,49,01/01/1993,Self employed,14/09/2018,1,657,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
624414,47400,58400,83.82,147,17742,45,2790,01/01/1993,Salaried,26/10/2018,2,3677,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
610610,63213,77662,82.41,16,21124,86,2943,01/01/1993,Salaried,24/10/2018,17,908,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
470612,35939,45607,81.13,14,13924,45,821,01/01/1993,Self employed,28/08/2018,15,2976,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
473770,44655,60845,78.56,120,18732,45,6922,01/01/1993,Self employed,29/08/2018,12,872,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
544372,67882,95632,73.2,1,17916,86,6091,01/01/1993,Self employed,28/09/2018,3,818,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599161,57500,81500,72.64,147,23711,86,2782,01/01/1993,Salaried,22/10/2018,2,2292,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
459927,38439,56207,71.17,159,23268,45,7202,01/01/1993,Self employed,23/08/2018,7,210,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
547673,47349,70887,70.53,20,22785,120,6200,01/01/1993,Self employed,29/09/2018,5,506,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
447465,26263,40488,69.9,120,24279,48,6931,01/01/1993,Self employed,18/08/2018,12,3132,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
559428,67882,100633,69.56,255,23094,48,5843,01/01/1993,Self employed,06/10/2018,3,67,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
610068,38939,64880,61.65,14,24408,45,792,01/01/1993,Self employed,24/10/2018,15,3342,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
621949,95800,165205,60.47,254,24117,67,6766,01/01/1993,Self employed,25/10/2018,13,2867,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
653406,37439,67037,56.69,14,24059,45,824,01/01/1993,Salaried,31/10/2018,15,2772,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
463211,65169,122945,54.5,11,23063,51,5995,01/01/1993,Self employed,25/08/2018,3,227,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
423480,30484,63090,50.72,160,23092,45,551,01/01/1993,Salaried,06/08/2018,15,1343,1,1,0,0,0,0,708,D-Very Low Risk,10,5,0,74285,113779,113779,0,0,0,0,0,0,9619,0,2,0,0yrs 8mon,1yrs 3mon,2,0
575848,66124,109742,61.27,36,24184,48,6776,31/12/1992,Salaried,13/10/2018,13,1007,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
427338,50104,58251,88.93,15,14441,45,298,30/12/1992,Salaried,08/08/2018,11,1114,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
607212,59259,74601,80.43,5,14293,86,3368,27/12/1992,Salaried,23/10/2018,9,2255,1,1,0,0,0,0,737,C-Very Low Risk,2,2,0,71502,145500,145500,0,0,0,0,0,0,9027,0,1,0,0yrs 7mon,1yrs 1mon,0,0
626501,57659,69608,84.76,105,18178,86,1231,21/12/1992,Salaried,26/10/2018,6,3328,1,1,0,0,0,0,667,F-Low Risk,4,3,0,44100,54590,54590,0,0,0,0,0,0,0,0,3,0,0yrs 2mon,0yrs 5mon,0,0
554544,70317,107701,66.85,2,17904,51,1651,20/12/1992,Self employed,03/10/2018,4,3359,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
513044,53109,72000,78.89,147,17169,51,2795,10/12/1992,Salaried,17/09/2018,2,2544,1,1,1,0,0,0,775,B-Very Low Risk,11,4,0,1517248,1610408,1574008,0,0,0,0,0,0,0,0,2,0,0yrs 4mon,1yrs 5mon,0,0
606710,47349,70879,69.13,29,23532,86,5926,02/12/1992,Self employed,23/10/2018,3,1378,1,0,0,1,0,0,708,D-Very Low Risk,2,2,0,29790,74363,71739,0,0,0,0,0,0,0,0,0,0,0yrs 11mon,0yrs 11mon,0,0
500709,60884,98671,63.52,36,23118,48,6775,01/12/1992,Self employed,12/09/2018,13,1122,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
651945,62947,71954,88.95,79,21177,45,761,28/11/1992,Self employed,31/10/2018,18,1921,1,1,0,0,0,0,710,D-Very Low Risk,2,1,0,25000,25000,25000,0,0,0,0,0,0,0,0,1,0,1yrs 5mon,2yrs 11mon,1,1
593083,44649,58362,78.82,136,18651,48,3778,26/11/1992,Salaried,21/10/2018,8,140,1,1,0,0,0,0,714,D-Very Low Risk,3,1,0,0,21000,3624,0,0,0,0,0,0,0,0,0,0,1yrs 3mon,1yrs 11mon,0,0
536899,56150,69220,85,1,18310,86,4927,15/11/1992,Salaried,25/09/2018,3,2014,1,0,0,1,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
437257,54513,75000,74.67,78,16845,51,2046,13/11/1992,Salaried,14/08/2018,4,2260,1,0,0,0,0,1,432,K-High Risk,1,1,1,1397126,1400000,1400000,0,0,0,0,0,0,0,0,0,0,7yrs 0mon,7yrs 0mon,0,1
544228,59259,66880,89.71,69,24496,45,4144,10/11/1992,Self employed,28/09/2018,8,3297,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,0,0yrs 5mon,0yrs 10mon,1,0
419171,33484,58050,60.29,147,17705,45,2783,10/11/1992,Salaried,03/08/2018,2,1305,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
625415,56474,67900,85,136,15705,45,3828,08/11/1992,Salaried,26/10/2018,8,3056,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
534175,83120,128470,66.55,29,15406,48,5865,01/11/1992,Self employed,25/09/2018,3,1438,1,1,0,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2093,0,0,0,1yrs 11mon,1yrs 11mon,0,1
504917,64382,73514,89.78,77,16815,86,2298,31/10/1992,Salaried,14/09/2018,4,297,1,1,0,0,0,0,597,I-Medium Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 0mon,3yrs 1mon,0,0
604471,56439,78426,74.5,254,24048,86,6763,29/10/1992,Self employed,23/10/2018,13,2243,1,0,0,1,0,0,625,H-Medium Risk,3,2,0,303478,361458,332004,0,0,0,0,0,0,0,0,1,1,0yrs 11mon,1yrs 8mon,0,1
653714,71123,97214,74.06,136,14094,48,3700,21/10/1992,Salaried,31/10/2018,8,3440,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),2,2,0,72000,92000,72000,0,0,0,0,0,0,0,0,2,0,0yrs 2mon,0yrs 4mon,0,0
522287,41394,58811,73.12,3,18165,51,576,20/10/1992,Salaried,20/09/2018,15,1546,1,1,0,0,0,0,783,B-Very Low Risk,4,3,0,1355126,1551161,1551161,0,0,0,0,0,0,27812,0,1,0,1yrs 0mon,2yrs 5mon,1,0
594089,68317,90743,77.14,7,22766,120,5737,13/10/1992,Self employed,21/10/2018,3,1480,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
545310,56013,77756,74.59,7,23717,45,5794,12/10/1992,Salaried,28/09/2018,3,1035,1,1,0,0,0,0,763,B-Very Low Risk,4,1,1,151280,350617,350617,0,0,0,0,0,0,0,0,0,0,2yrs 5mon,3yrs 5mon,0,0
545608,38653,75500,54.3,8,17126,45,5624,12/10/1992,Self employed,28/09/2018,3,1332,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
