UniqueID,disbursed_amount,asset_cost,ltv,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE.DESCRIPTION,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,loan_default
478555,43949,66136,68.95,16309,45,7093,02/08/1997,Salaried,30/08/2018,10,995,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 7mon,0yrs 7mon,0
478558,53813,62442,89.36,15142,86,1045,25/04/1963,Self employed,30/08/2018,6,1401,1,0,0,0,C-Very Low Risk,36199,36199,1,0,3yrs 2mon,10yrs 8mon,1
478604,45045,64484,71.8,22708,86,2699,10/05/1979,Salaried,30/08/2018,4,418,1,0,0,0,H-Medium Risk,202500,202500,0,0,0yrs 11mon,1yrs 8mon,0
478649,49293,61900,82.39,15116,45,983,07/05/1993,Self employed,30/08/2018,6,246,1,1,0,0,C-Very Low Risk,652830,652830,1,0,1yrs 8mon,5yrs 11mon,0
479064,37639,68469,58.42,17916,86,4929,18/09/1990,Salaried,30/08/2018,3,1346,1,1,0,0,C-Very Low Risk,93300,93300,1,0,0yrs 7mon,1yrs 7mon,0
479148,53139,98894,56.63,23125,51,7128,27/03/1965,Self employed,30/08/2018,10,1987,1,0,0,0,B-Very Low Risk,14799,14799,0,0,0yrs 9mon,0yrs 9mon,0
479336,33484,47601,73.53,14292,48,3343,25/05/1992,Self employed,30/08/2018,9,2656,1,0,0,0,M-Very High Risk,9990,139990,1,1,1yrs 0mon,2yrs 4mon,0
479402,44482,54520,84.99,16310,86,1063,01/07/1975,Self employed,30/08/2018,6,2662,1,0,0,0,A-Very Low Risk,40000,40000,1,0,0yrs 7mon,1yrs 1mon,0
479445,46745,57663,84.28,17145,45,2292,01/01/1983,Salaried,30/08/2018,4,920,1,0,0,0,M-Very High Risk,515000,515000,0,0,3yrs 11mon,5yrs 4mon,0
479490,71017,99300,74.52,17477,86,5638,17/01/1974,Salaried,30/08/2018,3,2151,1,0,0,0,C-Very Low Risk,6.00E+05,6.00E+05,0,0,2yrs 11mon,3yrs 5mon,0
479695,39894,66262,61.88,23352,120,994,20/02/1990,Salaried,30/08/2018,6,2225,1,0,0,0,H-Medium Risk,487135,391585,1,1,0yrs 11mon,4yrs 6mon,0
479809,88555,145680,62.47,21097,49,6998,02/11/1996,Salaried,30/08/2018,7,2902,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
479833,33445,60845,59.66,18732,45,6926,01/01/1980,Self employed,30/08/2018,12,872,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
479839,58973,71625,86.56,14115,86,2700,22/12/1985,Self employed,30/08/2018,4,3170,1,0,0,0,F-Low Risk,5808736,5808736,3,0,1yrs 1mon,2yrs 6mon,0
480037,35189,63978,58.61,21013,86,7131,09/10/1999,NA,31/08/2018,10,1147,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
480249,63582,72500,89.93,22293,45,1730,11/06/1977,Self employed,31/08/2018,4,1962,1,0,0,0,G-Low Risk,195000,195000,1,0,0yrs 6mon,1yrs 0mon,1
480597,34261,58017,62.05,22460,45,888,24/09/1992,Self employed,31/08/2018,6,2886,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
480945,56259,68630,83.05,13984,86,3221,05/07/1964,Self employed,31/08/2018,17,2697,1,0,0,0,M-Very High Risk,193929,193929,1,0,0yrs 6mon,1yrs 3mon,0
481138,47349,54541,89.84,22770,45,975,10/01/1976,Salaried,31/08/2018,6,50,1,0,0,0,C-Very Low Risk,35000,35000,1,0,0yrs 9mon,2yrs 4mon,0
481355,60447,69000,89.86,22764,86,1733,09/01/1983,Salaried,31/08/2018,4,49,1,0,0,0,H-Medium Risk,0,0,0,0,6yrs 4mon,6yrs 4mon,1
481533,53253,62188,88.44,23024,86,977,04/08/1960,Self employed,31/08/2018,6,127,1,1,0,0,F-Low Risk,249259,249194,8,0,0yrs 3mon,0yrs 10mon,0
481552,44849,63600,72.33,23833,86,1863,04/08/1976,Self employed,31/08/2018,4,1119,1,0,0,0,B-Very Low Risk,3237111,3237111,3,0,0yrs 9mon,2yrs 1mon,0
481700,57727,69741,87.47,16309,45,7099,01/01/1982,Self employed,31/08/2018,10,131,1,0,0,0,F-Low Risk,189797,189797,3,0,1yrs 0mon,1yrs 10mon,0
481876,41514,65003,67.69,14115,86,2709,05/05/1974,Self employed,31/08/2018,4,1100,1,0,0,0,F-Low Risk,57060,57060,0,1,0yrs 9mon,1yrs 1mon,0
482414,56718,67385,86.38,21054,45,6476,01/01/1982,Salaried,31/08/2018,5,2744,1,0,0,0,Not Scored: No Updates available in last 36 months,0,0,0,0,0yrs 10mon,0yrs 10mon,0
482680,56073,74000,77.78,24342,86,2376,03/07/1982,Salaried,31/08/2018,4,2763,1,0,0,0,C-Very Low Risk,17707,17707,1,0,0yrs 4mon,0yrs 6mon,0
482780,54999,74594,77.75,16199,86,3460,01/07/1972,Salaried,31/08/2018,9,631,1,0,0,0,D-Very Low Risk,3611741,3611741,2,0,0yrs 7mon,4yrs 11mon,0
482816,46364,64038,77.3,15700,86,95,01/01/1981,Salaried,31/08/2018,16,1299,1,0,0,0,M-Very High Risk,2.00E+05,2.00E+05,0,0,1yrs 8mon,3yrs 4mon,0
483036,62947,72935,87.75,15614,51,1651,11/08/1992,Salaried,31/08/2018,4,2385,1,0,0,0,C-Very Low Risk,14711,14711,1,0,0yrs 3mon,0yrs 3mon,0
483487,56559,64600,89.78,23643,86,3340,20/06/1984,Self employed,31/08/2018,9,2751,1,0,0,0,K-High Risk,0,4514,0,0,4yrs 1mon,4yrs 1mon,1
483770,48549,66298,75.42,14347,86,3339,06/08/1988,Salaried,31/08/2018,9,1842,1,0,0,0,B-Very Low Risk,811200,649758,3,0,1yrs 9mon,7yrs 0mon,0
483771,96990,156994,63.38,23039,67,6814,01/10/1981,Self employed,31/08/2018,13,1485,1,1,0,0,Not Scored: No Activity seen on the customer (Inactive),120000,120000,0,0,1yrs 1mon,1yrs 10mon,1
483984,51078,67410,78.62,23607,49,3310,28/04/1993,Self employed,31/08/2018,9,2475,1,1,0,0,A-Very Low Risk,0,0,0,0,1yrs 3mon,1yrs 11mon,0
484081,44095,63950,71.85,23311,86,6772,30/05/1965,Salaried,31/08/2018,13,130,1,0,0,0,F-Low Risk,499000,499000,1,0,2yrs 2mon,3yrs 9mon,0
484326,50803,63768,82.02,14710,86,293,05/04/1992,Self employed,31/08/2018,11,2592,1,0,0,0,A-Very Low Risk,0,0,0,0,1yrs 0mon,1yrs 6mon,0
484499,43394,60978,73.8,15117,45,1047,09/09/1992,Self employed,31/08/2018,6,2577,1,0,0,0,B-Very Low Risk,34599,34599,0,0,1yrs 1mon,1yrs 6mon,0
484727,54013,69450,83.5,24262,86,1990,14/05/1986,Self employed,31/08/2018,4,3257,1,0,0,0,C-Very Low Risk,47476,47476,0,0,0yrs 10mon,0yrs 10mon,0
485429,56013,63653,89.55,18838,86,3208,01/01/1974,Salaried,31/08/2018,17,2360,1,0,0,0,Not Scored: Not Enough Info available on the customer,32000,32000,0,0,0yrs 2mon,0yrs 3mon,1
485551,49203,68000,74.12,14698,45,1720,01/04/1968,Self employed,31/08/2018,4,1215,1,0,0,0,F-Low Risk,250000,250000,0,0,4yrs 4mon,7yrs 9mon,1
485605,56359,68400,84.94,17467,86,2790,01/01/1979,Salaried,31/08/2018,2,2387,1,0,0,0,C-Very Low Risk,85990,85990,1,0,2yrs 8mon,6yrs 9mon,0
485707,50103,56967,89.53,15523,86,3725,30/09/1971,Salaried,31/08/2018,8,2172,1,0,0,0,K-High Risk,1714609,1714609,3,1,0yrs 9mon,2yrs 8mon,1
485811,53902,62188,89.57,15196,86,1043,01/12/1981,Self employed,31/08/2018,6,1570,1,0,0,0,F-Low Risk,62000,62000,1,0,0yrs 3mon,0yrs 3mon,1
486223,61447,70125,89.84,23026,86,1551,31/12/1977,Salaried,31/08/2018,6,1472,1,0,0,0,B-Very Low Risk,1.00E+06,1.00E+06,1,0,0yrs 6mon,0yrs 9mon,0
486281,76051,129693,61.68,24113,67,125,03/02/1997,Self employed,31/08/2018,16,2265,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
486330,56959,72486,81.4,18252,45,2950,25/05/1983,Self employed,31/08/2018,14,2778,1,0,1,0,K-High Risk,180000,180000,1,1,1yrs 7mon,2yrs 7mon,1
486807,60478,72076,85,14834,86,1711,08/06/1990,Self employed,03/09/2018,4,101,1,0,0,0,M-Very High Risk,587060,609105,0,0,1yrs 5mon,1yrs 11mon,1
487154,51223,62090,86.97,24019,45,559,15/10/1989,Self employed,03/09/2018,15,720,1,0,0,0,F-Low Risk,1407722,1407722,4,0,1yrs 1mon,4yrs 5mon,0
487831,47467,57438,85,17138,45,1969,05/05/1981,Salaried,03/09/2018,4,287,1,0,0,0,I-Medium Risk,0,0,0,0,1yrs 3mon,1yrs 3mon,0
487905,46143,61655,79.47,22778,86,1047,01/06/1968,Self employed,03/09/2018,6,3228,1,0,0,0,I-Medium Risk,651900,651900,0,0,1yrs 4mon,1yrs 5mon,0
488138,47731,71224,69.68,17285,86,2786,05/09/1991,Salaried,04/09/2018,2,1305,1,0,0,0,C-Very Low Risk,11600,11600,1,0,0yrs 11mon,2yrs 2mon,0
488228,52078,61328,88.05,24274,86,125,20/05/1973,Self employed,04/09/2018,16,3209,1,0,0,0,I-Medium Risk,150000,150000,2,0,0yrs 4mon,0yrs 5mon,0
488443,66169,95466,70.18,23765,51,3541,01/01/1980,Salaried,04/09/2018,9,2199,1,0,0,0,K-High Risk,107900,107900,0,1,1yrs 3mon,3yrs 10mon,0
488762,53703,62635,87.81,22045,86,1509,11/10/1976,Salaried,04/09/2018,6,743,1,0,1,0,E-Low Risk,997779,997779,1,0,1yrs 6mon,4yrs 9mon,0
488787,33484,47641,73.47,23136,51,7198,02/05/1994,Salaried,04/09/2018,7,2279,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
488999,53873,66300,85.97,24034,86,2238,02/05/1977,Self employed,04/09/2018,4,2460,1,1,0,0,I-Medium Risk,1860000,1860000,1,2,1yrs 10mon,4yrs 10mon,0
489125,55200,67442,84.52,21980,86,3036,26/12/1998,NA,04/09/2018,14,435,1,0,0,0,Not Scored: Only a Guarantor,0,0,0,0,4yrs 7mon,4yrs 7mon,1
489230,52303,72500,74.48,15336,120,5091,01/10/1986,Self employed,04/09/2018,3,749,1,0,0,0,A-Very Low Risk,35000,1748,0,0,1yrs 11mon,2yrs 9mon,0
489275,47145,71627,68.41,22993,51,6900,28/02/1963,Salaried,04/09/2018,13,860,1,0,0,0,M-Very High Risk,690987,690987,0,0,2yrs 2mon,5yrs 2mon,0
489356,51803,63477,84.28,17223,86,2782,01/01/1965,Salaried,04/09/2018,2,2479,1,0,0,0,K-High Risk,1547000,1547000,0,0,2yrs 3mon,3yrs 6mon,0
489871,58359,68000,87.65,23934,86,1716,03/08/1974,Salaried,04/09/2018,4,70,1,0,0,0,F-Low Risk,105479,105479,4,0,0yrs 8mon,1yrs 7mon,0
489885,95800,168909,59.14,16171,67,971,20/01/1992,Self employed,05/09/2018,6,1600,1,1,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
490717,58259,69920,84.38,15663,86,3415,17/06/1984,Self employed,05/09/2018,9,259,1,1,0,0,M-Very High Risk,89000,89000,1,1,1yrs 7mon,2yrs 6mon,1
490858,48749,62635,79.83,21308,86,1510,13/03/1985,Self employed,05/09/2018,6,40,1,0,0,0,C-Very Low Risk,9697,9697,1,0,0yrs 4mon,0yrs 6mon,0
491011,82292,109636,78.81,22764,48,1730,01/01/1972,Salaried,05/09/2018,4,1509,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
491315,35275,49101,74.34,24066,48,4157,29/05/1985,Self employed,05/09/2018,8,2797,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
491523,46499,64838,73.26,17786,45,274,13/06/1968,Self employed,05/09/2018,11,959,1,0,0,0,F-Low Risk,146000,146000,0,0,1yrs 6mon,1yrs 6mon,0
491631,46349,62236,77.13,23747,45,957,01/06/1980,Self employed,06/09/2018,6,2204,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 11mon,0yrs 11mon,0
491879,48349,144070,34.71,15686,49,89,09/04/1996,Self employed,06/09/2018,1,1811,1,0,0,0,Not Scored: Sufficient History Not Available,13670,13670,1,1,0yrs 10mon,1yrs 8mon,0
492054,61347,76665,82.18,23901,86,6640,01/01/1967,Salaried,06/09/2018,13,837,1,1,0,0,C-Very Low Risk,561646,561646,0,1,3yrs 1mon,5yrs 2mon,0
492251,55313,70950,79.63,13971,86,2722,08/08/1965,Self employed,06/09/2018,4,1384,1,0,0,0,J-High Risk,0,0,0,1,1yrs 2mon,1yrs 8mon,0
492273,47349,66011,74.23,23474,86,4784,31/08/1970,Self employed,06/09/2018,19,722,1,0,0,0,E-Low Risk,169900,169900,4,0,0yrs 9mon,1yrs 2mon,1
492279,57759,69938,85.08,14375,86,1888,26/04/1984,Salaried,06/09/2018,4,650,1,0,0,0,Not Scored: No Activity seen on the customer (Inactive),56077,56077,1,0,4yrs 7mon,7yrs 6mon,0
492422,43200,57500,77.05,23980,51,2375,18/05/1983,Self employed,06/09/2018,4,2625,1,0,0,0,C-Very Low Risk,65000,65000,2,0,1yrs 2mon,2yrs 0mon,0
492838,37939,66615,58.55,16700,86,6458,17/12/1988,Salaried,06/09/2018,5,152,1,0,0,0,J-High Risk,152000,152000,0,0,6yrs 0mon,6yrs 0mon,0
493191,61209,73249,85,14464,86,3707,17/11/1967,Self employed,06/09/2018,8,2552,1,0,0,0,A-Very Low Risk,40000,40000,0,0,0yrs 9mon,1yrs 0mon,0
493220,65169,79709,82.8,14293,86,3352,01/06/1965,Salaried,06/09/2018,9,391,1,0,0,0,E-Low Risk,3.00E+05,3.00E+05,0,0,3yrs 8mon,9yrs 6mon,0
493351,88389,132703,67.82,23526,67,373,20/09/1980,Salaried,06/09/2018,11,715,1,0,0,0,A-Very Low Risk,0,0,0,1,2yrs 6mon,3yrs 7mon,0
493411,54059,66543,84.16,18317,86,2980,28/02/1995,Salaried,06/09/2018,14,2075,1,0,0,0,H-Medium Risk,18990,18990,1,0,0yrs 3mon,0yrs 6mon,0
493431,51303,67981,76.49,14305,86,3022,21/03/1994,Salaried,06/09/2018,14,430,1,0,0,0,E-Low Risk,19635,19635,0,0,1yrs 9mon,1yrs 9mon,0
493884,55759,63500,89.76,15706,45,3836,19/05/1978,Salaried,07/09/2018,8,206,1,0,0,0,I-Medium Risk,2.00E+05,2.00E+05,0,0,2yrs 2mon,2yrs 8mon,0
494011,55213,71300,79.66,23978,86,6698,01/01/1968,Salaried,07/09/2018,13,2542,1,1,0,0,C-Very Low Risk,440000,440000,0,0,5yrs 6mon,5yrs 6mon,1
494089,50078,62480,83.23,23854,86,6852,01/01/1963,Self employed,07/09/2018,13,1783,1,1,0,0,A-Very Low Risk,60000,60000,1,0,0yrs 9mon,1yrs 1mon,0
494091,47500,64243,76.27,15884,86,4628,10/02/1961,Salaried,07/09/2018,8,1198,1,0,0,0,H-Medium Risk,545000,545000,0,1,4yrs 9mon,8yrs 4mon,0
494421,59913,70533,86.06,18100,86,3107,01/01/1977,Self employed,07/09/2018,17,2988,1,0,0,0,C-Very Low Risk,22710,22710,2,0,0yrs 4mon,0yrs 4mon,1
494439,49763,62028,83.83,16092,51,88,08/08/1994,Self employed,07/09/2018,1,688,1,0,1,0,A-Very Low Risk,0,0,0,0,0yrs 7mon,0yrs 7mon,0
494653,41394,74846,56.12,20438,51,3756,31/05/1975,Self employed,07/09/2018,8,2739,1,0,0,0,I-Medium Risk,81000,81000,0,0,1yrs 4mon,4yrs 2mon,0
494858,57013,65649,89.87,18207,86,1318,03/11/1978,Self employed,07/09/2018,6,927,1,0,0,0,D-Very Low Risk,39579,39579,2,0,0yrs 9mon,1yrs 8mon,0
494966,38439,63885,62.61,18310,86,4977,06/11/1965,Self employed,07/09/2018,3,1584,1,1,0,0,B-Very Low Risk,1500000,1500000,0,0,6yrs 10mon,11yrs 2mon,0
495048,90131,163615,57.51,23080,67,6591,09/02/1991,Self employed,07/09/2018,13,1512,1,1,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
495311,80433,122589,67.71,14123,48,3815,06/06/1973,Self employed,07/09/2018,8,610,1,0,0,0,M-Very High Risk,32150,32150,0,0,11yrs 7mon,11yrs 7mon,1
495526,61031,72881,86.24,16760,45,2407,05/02/1988,Self employed,07/09/2018,4,897,1,0,0,0,I-Medium Risk,0,0,0,1,0yrs 8mon,0yrs 8mon,0
495596,70817,98500,74.11,24005,48,5219,01/01/1985,Self employed,07/09/2018,3,541,1,0,0,0,M-Very High Risk,93248,93248,0,1,1yrs 11mon,3yrs 9mon,1
495604,56259,65074,89.13,21556,45,771,29/12/1990,Salaried,07/09/2018,18,267,1,0,0,0,A-Very Low Risk,0,0,0,1,1yrs 4mon,1yrs 4mon,1
495608,73423,166433,45,22125,67,1509,08/07/1995,Salaried,07/09/2018,6,1353,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
495615,53078,69973,78.6,23718,51,6527,07/10/1977,Self employed,07/09/2018,13,145,1,1,0,0,Not Scored: No Updates available in last 36 months,70000,70000,0,0,1yrs 2mon,2yrs 1mon,1
495878,49349,68808,72.67,18756,120,629,01/12/1985,Self employed,08/09/2018,15,3225,1,0,0,0,K-High Risk,136343,136343,3,2,0yrs 7mon,2yrs 2mon,0
496025,39141,74561,53.65,14375,86,1838,01/04/1988,Salaried,08/09/2018,4,704,1,0,0,0,C-Very Low Risk,133600,128669,2,1,1yrs 9mon,5yrs 1mon,0
496534,61947,80739,79.27,14370,86,5037,20/06/1993,Self employed,08/09/2018,3,604,1,0,0,0,C-Very Low Risk,6792470,6735293,9,0,0yrs 7mon,1yrs 11mon,0
496542,51603,66739,79.86,16730,51,2951,14/01/1975,Self employed,08/09/2018,14,370,1,0,0,0,E-Low Risk,657537,439408,1,1,7yrs 6mon,14yrs 10mon,0
497008,34184,69470,50.38,20470,86,3362,24/06/1987,Salaried,08/09/2018,9,1695,1,0,0,0,K-High Risk,40752,40752,0,0,1yrs 4mon,2yrs 5mon,0
497212,59213,69470,87.81,20470,86,3372,05/07/1963,Salaried,08/09/2018,9,878,1,0,0,0,K-High Risk,634689,634689,0,4,3yrs 2mon,12yrs 6mon,0
497252,51078,62600,84.66,14180,86,43,14/02/1985,Salaried,08/09/2018,1,323,1,0,0,0,A-Very Low Risk,0,0,0,0,1yrs 3mon,1yrs 7mon,0
497859,51078,69807,78.79,20285,86,6984,30/12/1986,Salaried,10/09/2018,7,72,1,0,0,0,B-Very Low Risk,806681,738395,1,0,2yrs 1mon,3yrs 9mon,1
498759,49703,65857,76.98,15979,86,1325,20/07/1974,Self employed,10/09/2018,6,309,1,0,0,0,C-Very Low Risk,1380000,1380000,0,0,1yrs 1mon,2yrs 9mon,0
499142,73373,114305,65.53,23355,86,1860,01/01/1996,Salaried,11/09/2018,4,740,1,0,0,0,Not Scored: Sufficient History Not Available,100,100,1,0,0yrs 1mon,0yrs 1mon,0
499198,41944,65328,65.75,14710,86,298,16/11/1990,Salaried,11/09/2018,11,2153,1,0,0,0,G-Low Risk,453318,453318,1,0,0yrs 3mon,0yrs 3mon,0
499284,72817,99715,75.21,18643,86,6947,01/01/1979,Self employed,11/09/2018,12,1494,1,0,0,0,A-Very Low Risk,90000,90000,1,0,0yrs 11mon,1yrs 11mon,1
499420,58513,76000,78.95,24099,86,1793,11/12/1991,Self employed,11/09/2018,4,2714,1,0,0,0,C-Very Low Risk,1627890,1627890,2,0,1yrs 0mon,3yrs 2mon,0
499448,52078,76047,71.01,23066,51,6014,01/05/1991,Self employed,11/09/2018,3,2120,1,0,0,0,A-Very Low Risk,45000,45000,0,0,0yrs 11mon,1yrs 1mon,0
499485,44349,61480,74.82,16609,45,853,29/07/1995,Self employed,11/09/2018,6,3085,1,0,0,0,I-Medium Risk,58697,58697,1,0,0yrs 10mon,1yrs 10mon,1
499651,45349,60545,77.63,15809,51,30,08/04/1995,Self employed,11/09/2018,1,3215,1,0,0,0,B-Very Low Risk,23800,23800,0,0,0yrs 8mon,0yrs 11mon,1
499679,44249,66124,68.81,18166,86,1509,19/04/1979,Salaried,11/09/2018,6,628,1,1,0,0,I-Medium Risk,31000,31000,0,0,1yrs 2mon,1yrs 2mon,0
500011,32784,52699,64.71,22802,45,283,10/04/1992,Salaried,11/09/2018,11,967,1,1,0,0,C-Very Low Risk,30120,30120,0,0,0yrs 11mon,1yrs 4mon,0
500063,82686,120870,70.32,22951,48,6055,30/05/1997,Self employed,11/09/2018,3,814,1,0,1,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
500631,33484,49750,70.35,23248,51,6682,01/09/1989,Self employed,11/09/2018,13,905,1,1,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
500642,43894,62896,71.55,17011,51,113,01/01/1974,Self employed,11/09/2018,16,3264,1,0,0,0,Not Scored: No Activity seen on the customer (Inactive),75554,75554,0,0,0yrs 4mon,0yrs 5mon,0
500706,63513,72307,88.93,17190,86,4808,01/06/1972,Self employed,12/09/2018,19,3120,1,0,0,0,A-Very Low Risk,0,0,0,0,1yrs 9mon,2yrs 2mon,1
500801,30194,68479,48.19,18130,86,3336,01/05/1992,Salaried,12/09/2018,9,1182,1,0,0,0,B-Very Low Risk,15399,15399,0,0,2yrs 3mon,2yrs 3mon,0
500937,51303,65855,78.96,24484,51,994,29/10/1987,Self employed,12/09/2018,6,1633,1,0,0,0,H-Medium Risk,190000,176088,1,1,1yrs 5mon,2yrs 7mon,1
501188,54163,70309,78.23,22882,86,6181,04/06/1971,Self employed,12/09/2018,5,385,1,0,0,0,B-Very Low Risk,42999,42999,0,0,0yrs 11mon,1yrs 3mon,0
501234,54759,67500,82.22,23982,86,3746,12/01/1986,Self employed,12/09/2018,8,1304,1,0,0,0,K-High Risk,269000,269000,0,0,0yrs 11mon,1yrs 4mon,1
501360,48749,63934,78.21,21773,86,81,01/01/1983,Self employed,12/09/2018,1,804,1,0,0,0,H-Medium Risk,30015,30015,1,0,1yrs 0mon,1yrs 9mon,0
501412,58813,67440,89.86,23213,45,1912,05/01/1979,Salaried,12/09/2018,4,93,1,0,0,0,B-Very Low Risk,1882634,1882634,0,0,1yrs 2mon,2yrs 6mon,0
501418,55108,66700,85,16565,45,1446,01/01/1980,Salaried,12/09/2018,6,1068,1,0,0,0,K-High Risk,30000,30000,0,0,1yrs 8mon,3yrs 3mon,0
501721,67782,100180,69.77,23180,49,6825,01/01/1982,Self employed,12/09/2018,13,1561,1,0,1,0,F-Low Risk,61377,61377,0,0,1yrs 8mon,8yrs 5mon,0
501858,54929,67568,85.2,18520,86,6752,28/02/1990,Salaried,12/09/2018,13,1007,1,1,0,0,H-Medium Risk,64144,64144,0,0,3yrs 7mon,3yrs 7mon,1
501911,47349,60900,80.46,21305,86,32,01/01/1973,Salaried,12/09/2018,1,181,1,0,0,0,A-Very Low Risk,0,0,0,0,1yrs 0mon,1yrs 0mon,1
501921,55013,80721,70.61,18310,86,4943,23/12/1971,NA,12/09/2018,3,86,1,0,1,0,C-Very Low Risk,45000,45000,0,0,0yrs 9mon,0yrs 11mon,0
501937,43939,62601,75.08,23284,45,571,20/12/1971,Self employed,12/09/2018,15,2056,1,0,0,0,G-Low Risk,1327486,1327486,1,1,1yrs 9mon,3yrs 5mon,0
502326,61313,89683,70.36,17139,86,1963,01/06/1986,Self employed,12/09/2018,4,1307,1,0,0,0,K-High Risk,387860,387860,0,0,1yrs 0mon,1yrs 0mon,1
502362,73217,116907,64.07,24170,48,1816,02/01/1988,Self employed,12/09/2018,4,2489,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
502565,56187,69013,84.91,22808,51,57,18/08/1976,Self employed,12/09/2018,1,1914,1,0,0,0,M-Very High Risk,425561,425561,4,0,1yrs 0mon,5yrs 1mon,0
502851,61747,71000,89.15,14834,86,1685,13/09/1983,Salaried,12/09/2018,4,397,1,0,0,0,C-Very Low Risk,54181,54181,1,1,2yrs 5mon,4yrs 1mon,0
502871,59259,75900,79.05,23505,51,3342,05/03/1989,Salaried,12/09/2018,9,259,1,1,0,0,A-Very Low Risk,30000,30000,0,0,1yrs 0mon,1yrs 1mon,1
503199,51478,62313,84.89,17138,45,1933,01/06/1989,Self employed,13/09/2018,4,1925,1,0,0,0,A-Very Low Risk,0,0,0,0,0yrs 9mon,2yrs 0mon,0
503244,28529,62575,47.94,22882,86,6185,15/05/1990,Self employed,13/09/2018,5,135,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
503413,73123,93345,79.28,17921,86,3030,25/11/1989,Salaried,13/09/2018,14,1087,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,1
503523,62400,79000,79.98,14770,51,1636,02/03/1987,Salaried,14/09/2018,4,237,1,0,0,0,K-High Risk,10500,10500,0,0,0yrs 9mon,0yrs 9mon,0
503554,42210,66001,66.67,17189,51,1332,01/06/1986,Salaried,14/09/2018,6,1251,1,0,0,0,Not Scored: No Activity seen on the customer (Inactive),0,0,0,0,2yrs 7mon,2yrs 7mon,0
503572,44849,68156,66.76,18317,86,3044,01/01/1969,Self employed,14/09/2018,17,212,1,0,0,0,G-Low Risk,0,0,0,0,6yrs 4mon,6yrs 5mon,0
503627,41822,67460,66.71,17038,51,571,11/07/1988,Self employed,14/09/2018,15,149,1,0,0,0,C-Very Low Risk,35966,35966,2,0,0yrs 5mon,0yrs 7mon,0
503817,33484,61325,57.07,20796,51,6197,11/09/1985,Self employed,14/09/2018,5,1735,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
504355,48743,66667,78,22329,51,86,06/04/1962,Self employed,14/09/2018,1,630,1,0,0,0,L-Very High Risk,40600,40600,0,0,13yrs 0mon,13yrs 0mon,0
504749,65582,103774,65.24,16679,51,5338,01/01/1992,Self employed,14/09/2018,3,1209,1,0,0,0,K-High Risk,65900,65900,0,1,0yrs 11mon,0yrs 11mon,1
504782,68817,98500,72.08,22200,86,5312,05/05/1993,Salaried,14/09/2018,3,1356,1,1,0,0,C-Very Low Risk,14340,14340,1,0,0yrs 4mon,0yrs 4mon,0
504869,73217,87142,85.95,23355,86,1880,01/06/1993,Salaried,14/09/2018,4,274,1,0,0,0,No Bureau History Available,0,0,0,0,0yrs 0mon,0yrs 0mon,0
504874,55809,73901,76.86,14305,86,3013,15/04/1982,Salaried,14/09/2018,14,2002,1,0,0,0,Not Scored: No Activity seen on the customer (Inactive),0,0,0,0,1yrs 7mon,2yrs 8mon,0
504917,64382,73514,89.78,16815,86,2298,31/10/1992,Salaried,14/09/2018,4,297,1,0,0,0,I-Medium Risk,0,0,0,0,3yrs 0mon,3yrs 1mon,0
504971,61213,85127,72.83,14293,86,3386,20/07/1974,Salaried,14/09/2018,9,559,1,0,1,0,E-Low Risk,202254,202254,0,0,2yrs 4mon,3yrs 2mon,0
