"ID","CODE_GENDER","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","AMT_INCOME_TOTAL","NAME_INCOME_TYPE","NAME_EDUCATION_TYPE","NAME_FAMILY_STATUS","NAME_HOUSING_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","FLAG_MOBIL","FLAG_WORK_PHONE","FLAG_PHONE","FLAG_EMAIL","OCCUPATION_TYPE","CNT_FAM_MEMBERS","default"
5033892,"F","N","Y",0,162000,"Working","Higher education","Married","House / apartment",-19257,-1486,1,0,1,0,"Managers",2,0
5033893,"F","N","Y",0,274500,"Working","Higher education","Civil marriage","House / apartment",-19808,-390,1,1,0,0,"",2,0
5033897,"M","N","Y",0,126000,"Working","Secondary / secondary special","Married","House / apartment",-10324,-513,1,1,1,0,"Laborers",2,0
5033899,"M","Y","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-21757,-2705,1,0,0,0,"Drivers",2,0
5033900,"F","N","Y",0,165600,"Pensioner","Secondary / secondary special","Widow","House / apartment",-21383,365243,1,0,1,0,"",1,0
5033902,"M","N","Y",0,99000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-22600,365243,1,0,0,0,"",2,0
5033907,"F","N","Y",1,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-10045,-567,1,0,0,0,"Laborers",3,0
5033909,"F","N","Y",2,148500,"Working","Secondary / secondary special","Married","House / apartment",-12115,-878,1,1,1,0,"Sales staff",4,1
5033910,"F","N","Y",0,225000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-20267,365243,1,0,0,0,"",1,0
5033912,"F","N","N",0,225000,"Working","Higher education","Civil marriage","Rented apartment",-13278,-1602,1,1,0,1,"",2,0
5033917,"M","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-13015,-3647,1,0,0,0,"",2,0
5033924,"M","Y","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-10097,-1571,1,1,1,0,"Drivers",2,0
5033926,"M","Y","Y",1,144000,"State servant","Secondary / secondary special","Married","Office apartment",-10659,-3131,1,1,1,0,"Managers",3,0
5033927,"M","Y","Y",1,144000,"State servant","Secondary / secondary special","Married","Office apartment",-10659,-3131,1,1,1,0,"Managers",3,0
5033933,"F","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-20463,-1602,1,0,0,0,"High skill tech staff",2,0
5033941,"M","Y","Y",2,360000,"Working","Higher education","Married","House / apartment",-10273,-3039,1,1,0,0,"Core staff",4,0
5033942,"M","N","Y",1,180000,"Working","Secondary / secondary special","Married","House / apartment",-18077,-3616,1,0,0,0,"Drivers",3,0
5033951,"M","Y","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-18770,-1183,1,0,0,0,"Drivers",2,0
5033961,"F","Y","N",0,292500,"Working","Secondary / secondary special","Married","House / apartment",-15422,-3009,1,0,0,0,"Laborers",2,0
5033968,"M","Y","Y",0,270000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17050,-1359,1,1,0,0,"Drivers",2,0
5033977,"F","N","Y",0,144000,"Working","Secondary / secondary special","Single / not married","House / apartment",-11175,-322,1,0,0,0,"Cooking staff",1,0
5033983,"M","N","Y",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-12821,-567,1,0,1,0,"Laborers",2,0
5033985,"F","Y","Y",0,180000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-19578,-5388,1,1,1,0,"Accountants",2,0
5033986,"F","N","N",0,144000,"Pensioner","Lower secondary","Widow","Municipal apartment",-21675,365243,1,0,0,0,"",1,0
5034001,"F","N","Y",5,189000,"Working","Secondary / secondary special","Separated","House / apartment",-15450,-428,1,0,1,0,"",6,0
5034007,"F","N","N",2,135000,"Commercial associate","Higher education","Married","With parents",-13612,-3381,1,0,1,0,"Core staff",4,0
5034015,"F","N","Y",1,135000,"Working","Secondary / secondary special","Married","House / apartment",-16609,-186,1,0,0,0,"Laborers",3,0
5034017,"M","N","Y",2,180000,"Working","Secondary / secondary special","Married","House / apartment",-12123,-551,1,0,0,0,"Laborers",4,0
5035438,"F","Y","Y",0,180000,"Working","Higher education","Separated","House / apartment",-17269,-8469,1,0,0,0,"",1,0
5035450,"F","N","Y",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16832,-3567,1,0,0,0,"Managers",2,0
5035515,"F","N","N",1,202500,"State servant","Secondary / secondary special","Single / not married","Municipal apartment",-19272,-6216,1,0,1,0,"Cooking staff",2,0
5035537,"F","N","Y",0,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21917,365243,1,0,0,0,"",2,0
5035619,"M","N","Y",0,94500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23647,365243,1,0,1,0,"",2,0
5035627,"M","Y","Y",0,337500,"Working","Higher education","Married","House / apartment",-18110,-6764,1,0,0,0,"Managers",2,0
5035688,"F","Y","Y",0,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-16505,-8377,1,0,0,0,"Laborers",2,0
5035740,"F","Y","Y",0,103500,"State servant","Higher education","Separated","House / apartment",-17138,-8072,1,1,1,0,"Core staff",1,0
5035848,"M","N","Y",0,46948.5,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-21167,365243,1,0,0,0,"",1,0
5035852,"M","N","Y",0,46948.5,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-21167,365243,1,0,0,0,"",1,0
5035862,"F","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Single / not married","House / apartment",-21185,-2381,1,0,0,0,"Accountants",1,0
5035873,"F","N","N",0,157500,"Working","Higher education","Married","House / apartment",-17766,-2959,1,0,1,0,"Sales staff",2,0
5035887,"F","N","Y",1,225000,"Working","Higher education","Married","House / apartment",-19573,-7404,1,0,1,0,"",3,0
5035943,"F","Y","Y",0,270000,"Working","Higher education","Single / not married","House / apartment",-10679,-1195,1,0,0,0,"",1,0
5035982,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21398,365243,1,0,0,0,"",1,0
5035997,"F","N","Y",0,157500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18997,-2320,1,0,0,0,"HR staff",2,0
5036036,"F","N","Y",0,225000,"Working","Higher education","Single / not married","House / apartment",-15188,-1072,1,0,0,0,"",1,0
5036067,"F","Y","Y",0,171000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15654,-555,1,0,0,0,"Managers",2,0
5036087,"F","N","Y",1,85500,"Working","Secondary / secondary special","Married","House / apartment",-16525,-859,1,1,0,0,"Waiters/barmen staff",3,0
5036134,"M","Y","Y",0,675000,"Commercial associate","Higher education","Married","House / apartment",-18196,-2472,1,1,0,0,"Managers",2,0
5036144,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-23939,365243,1,0,1,0,"",1,0
5036180,"F","Y","Y",1,157500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20661,365243,1,0,1,0,"",3,0
5036242,"M","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20491,365243,1,0,0,0,"",2,0
5036256,"F","N","Y",2,225000,"Working","Higher education","Married","Co-op apartment",-15377,-341,1,0,0,0,"Laborers",4,0
5036274,"F","N","Y",0,306000,"Working","Secondary / secondary special","Separated","House / apartment",-10478,-464,1,0,1,0,"Private service staff",1,0
5036278,"M","N","Y",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-20713,-1621,1,0,0,0,"Laborers",2,0
5036356,"F","N","Y",0,207000,"Working","Higher education","Married","House / apartment",-16985,-3933,1,0,0,0,"",2,0
5036396,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13686,-1256,1,0,0,0,"Cooking staff",2,0
5036399,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13686,-1256,1,0,0,0,"Cooking staff",2,0
5036401,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13686,-1256,1,0,0,0,"Cooking staff",2,0
5036403,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13686,-1256,1,0,0,0,"Cooking staff",2,0
5036405,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13686,-1256,1,0,0,0,"Cooking staff",2,1
5036408,"F","Y","Y",0,112500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13686,-1256,1,0,0,0,"Cooking staff",2,0
5036412,"F","N","Y",0,83250,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20219,365243,1,0,1,0,"",2,0
5036413,"F","N","Y",0,83250,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20219,365243,1,0,1,0,"",2,0
5036459,"F","Y","N",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-12799,-1546,1,1,0,0,"Laborers",2,1
5036464,"F","Y","N",0,360000,"Commercial associate","Higher education","Married","House / apartment",-9876,-2064,1,1,1,0,"Managers",2,0
5036472,"F","N","N",0,126000,"Pensioner","Higher education","Single / not married","House / apartment",-24914,365243,1,0,0,0,"",1,0
5036473,"F","N","N",0,126000,"Pensioner","Higher education","Single / not married","House / apartment",-24914,365243,1,0,0,0,"",1,0
5036474,"M","Y","N",2,180000,"Commercial associate","Higher education","Married","House / apartment",-15716,-2673,1,0,0,0,"Managers",4,0
5036492,"M","Y","N",1,157500,"Working","Secondary / secondary special","Married","House / apartment",-12266,-3372,1,0,0,0,"Drivers",3,0
5036496,"M","N","N",1,202500,"Commercial associate","Higher education","Married","House / apartment",-15970,-1273,1,1,0,0,"Managers",3,0
5036498,"M","Y","N",0,540000,"Commercial associate","Incomplete higher","Married","House / apartment",-14342,-1365,1,1,1,0,"Managers",2,0
5036499,"F","Y","N",0,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14594,-2673,1,0,1,1,"Accountants",2,0
5036504,"F","Y","N",0,112500,"Working","Higher education","Civil marriage","House / apartment",-11721,-177,1,1,0,0,"Accountants",2,0
5036515,"M","Y","N",2,450000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13045,-1212,1,1,1,0,"Managers",4,0
5036517,"F","N","N",4,171000,"State servant","Secondary / secondary special","Married","House / apartment",-12277,-1942,1,1,1,0,"Laborers",6,0
5036523,"M","N","N",0,180000,"State servant","Secondary / secondary special","Married","Office apartment",-10374,-1455,1,1,0,0,"Managers",2,0
5036525,"F","N","N",0,117000,"Working","Secondary / secondary special","Married","House / apartment",-20687,-4438,1,1,1,0,"Sales staff",2,0
5036536,"F","N","N",0,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-19829,365243,1,0,0,0,"",2,0
5036538,"F","N","N",0,216000,"State servant","Secondary / secondary special","Separated","House / apartment",-11207,-2642,1,1,0,1,"Core staff",1,0
5036541,"M","Y","N",0,85500,"Working","Secondary / secondary special","Married","House / apartment",-19523,-1850,1,1,1,0,"Security staff",2,0
5036544,"M","Y","N",0,180000,"Working","Secondary / secondary special","Married","House / apartment",-12841,-968,1,0,0,0,"Drivers",2,0
5036554,"F","N","N",0,202500,"Working","Secondary / secondary special","Single / not married","Office apartment",-10540,-3250,1,1,1,0,"",1,0
5036556,"F","N","N",0,67500,"Pensioner","Secondary / secondary special","Married","House / apartment",-18978,365243,1,0,0,0,"",2,0
5036560,"M","Y","N",1,126000,"Pensioner","Secondary / secondary special","Married","House / apartment",-15776,365243,1,0,1,0,"",3,0
5036565,"M","N","N",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20692,365243,1,0,1,0,"",2,0
5036574,"F","N","N",1,112500,"Working","Secondary / secondary special","Married","House / apartment",-10520,-542,1,0,1,0,"Sales staff",3,0
5036580,"F","N","Y",2,81000,"Working","Higher education","Married","House / apartment",-10947,-2605,1,0,0,0,"Core staff",4,0
5036588,"F","N","Y",0,99000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24306,365243,1,0,1,0,"",2,0
5036590,"M","Y","Y",0,292500,"Working","Higher education","Married","House / apartment",-21055,-808,1,0,0,0,"Drivers",2,1
5036592,"F","N","N",0,135000,"Working","Secondary / secondary special","Single / not married","With parents",-12850,-992,1,0,0,0,"Private service staff",1,0
5036604,"F","Y","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22750,365243,1,0,0,0,"",2,0
5036605,"F","Y","N",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-22750,365243,1,0,0,0,"",2,0
5036609,"F","N","Y",0,279000,"Working","Secondary / secondary special","Married","Rented apartment",-16529,-3822,1,0,0,0,"Sales staff",2,0
5036612,"F","Y","N",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19251,-10305,1,0,0,0,"",2,0
5036614,"M","N","N",0,270000,"Working","Secondary / secondary special","Married","Municipal apartment",-12227,-2970,1,0,0,0,"Laborers",2,0
5036615,"F","N","Y",1,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15824,-3883,1,0,0,0,"Laborers",3,0
5036621,"F","Y","Y",0,157500,"State servant","Incomplete higher","Married","House / apartment",-17432,-7687,1,0,0,1,"High skill tech staff",2,0
5036628,"M","N","Y",0,42300,"Pensioner","Lower secondary","Married","House / apartment",-22600,365243,1,0,0,0,"",2,0
5036629,"M","Y","Y",1,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15127,-5776,1,0,0,0,"",3,0
5036630,"M","Y","Y",0,405000,"Working","Secondary / secondary special","Single / not married","House / apartment",-11918,-290,1,0,0,0,"Drivers",1,0
5036631,"F","N","Y",1,121500,"State servant","Higher education","Separated","House / apartment",-13877,-968,1,0,0,0,"Medicine staff",2,0
5036633,"M","Y","Y",0,184500,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-9646,-3099,1,1,0,0,"Drivers",2,0
5036634,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-22284,365243,1,0,0,0,"",1,0
5036639,"F","N","Y",0,126000,"State servant","Higher education","Married","House / apartment",-15737,-6652,1,0,1,0,"",2,0
5036641,"F","N","Y",0,126000,"State servant","Higher education","Married","House / apartment",-15737,-6652,1,0,1,0,"",2,0
5036645,"M","Y","N",0,202500,"Working","Incomplete higher","Married","With parents",-12596,-2399,1,0,0,0,"Drivers",2,0
5036647,"F","N","N",0,202500,"Commercial associate","Higher education","Married","House / apartment",-11328,-3761,1,0,0,0,"High skill tech staff",2,0
5036648,"F","N","N",0,202500,"Commercial associate","Higher education","Married","House / apartment",-11328,-3761,1,0,0,0,"High skill tech staff",2,0
5036651,"F","N","Y",0,247500,"Working","Secondary / secondary special","Single / not married","House / apartment",-22165,-2368,1,0,0,0,"",1,0
5036655,"F","N","Y",0,90000,"State servant","Higher education","Married","House / apartment",-20057,-5321,1,1,1,0,"",2,0
5036660,"F","Y","Y",0,76500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23835,365243,1,0,0,0,"",2,1
5036665,"F","N","Y",0,148500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23598,365243,1,0,0,0,"",2,0
5036669,"F","N","Y",0,67500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-20522,365243,1,0,1,0,"",1,0
5036677,"F","N","Y",0,121500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-17960,-1789,1,0,0,0,"Sales staff",2,0
5036681,"M","Y","N",1,103500,"State servant","Secondary / secondary special","Married","Office apartment",-8871,-1417,1,1,0,0,"Core staff",3,0
5036682,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21973,365243,1,0,0,0,"",2,0
5036688,"M","N","Y",1,202500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-11105,-3000,1,0,0,0,"High skill tech staff",3,0
5036691,"F","N","Y",1,67500,"Working","Higher education","Married","House / apartment",-13212,-888,1,0,0,0,"Sales staff",3,0
5036695,"F","N","N",0,112500,"Working","Secondary / secondary special","Single / not married","House / apartment",-9915,-250,1,0,0,0,"Laborers",1,0
5036710,"M","N","Y",0,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15857,-4633,1,0,0,0,"Laborers",2,0
5036712,"M","Y","N",0,360000,"State servant","Higher education","Married","House / apartment",-9983,-1923,1,0,0,0,"",2,0
5036715,"M","N","Y",1,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9865,-827,1,0,0,0,"Laborers",3,0
5036719,"F","N","Y",0,225000,"Pensioner","Higher education","Married","House / apartment",-23602,365243,1,0,0,0,"",2,0
5036721,"F","N","Y",0,67500,"State servant","Secondary / secondary special","Married","Municipal apartment",-15161,-7190,1,0,0,0,"Core staff",2,0
5036726,"F","Y","Y",2,117000,"Working","Secondary / secondary special","Married","House / apartment",-13173,-4967,1,0,0,0,"Laborers",4,0
5036727,"F","N","Y",0,94500,"Pensioner","Higher education","Single / not married","House / apartment",-20889,365243,1,0,0,0,"",1,0
5036728,"M","Y","Y",0,126000,"Working","Secondary / secondary special","Married","House / apartment",-10744,-735,1,0,0,0,"Drivers",2,0
5036732,"M","Y","Y",2,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-15290,-1405,1,0,0,0,"Laborers",4,0
5036742,"F","N","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19817,-3111,1,0,0,0,"Laborers",2,0
5036745,"M","Y","Y",0,540000,"Commercial associate","Higher education","Single / not married","House / apartment",-15238,-2410,1,0,1,0,"",1,0
5036751,"F","Y","N",1,67500,"State servant","Secondary / secondary special","Married","House / apartment",-15151,-1162,1,0,0,0,"Core staff",3,0
5036758,"F","N","Y",1,135000,"Commercial associate","Secondary / secondary special","Civil marriage","House / apartment",-15759,-4541,1,0,0,0,"High skill tech staff",3,0
5036762,"F","N","Y",0,153000,"State servant","Higher education","Married","House / apartment",-12229,-1527,1,0,0,0,"Managers",2,0
5036766,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-20984,365243,1,0,0,0,"",2,0
5036781,"M","Y","Y",1,168750,"Commercial associate","Higher education","Married","House / apartment",-17646,-3323,1,0,0,0,"Managers",3,0
5036795,"M","Y","Y",0,215100,"Commercial associate","Secondary / secondary special","Married","House / apartment",-19175,-1285,1,0,1,0,"Laborers",2,0
5036797,"M","Y","N",1,225000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16737,-2410,1,0,0,0,"Managers",3,0
5036816,"F","Y","Y",0,450000,"Commercial associate","Higher education","Married","House / apartment",-15271,-2470,1,0,1,0,"Managers",2,0
5036822,"F","N","N",0,112500,"Working","Incomplete higher","Single / not married","With parents",-11413,-250,1,1,1,0,"Core staff",1,0
5036830,"F","Y","Y",0,175500,"Working","Secondary / secondary special","Married","House / apartment",-18053,-3141,1,0,0,0,"Sales staff",2,0
5036831,"F","Y","Y",0,175500,"Working","Secondary / secondary special","Married","House / apartment",-18053,-3141,1,0,0,0,"Sales staff",2,0
5036834,"F","N","Y",0,180000,"State servant","Secondary / secondary special","Married","House / apartment",-16555,-2045,1,0,0,0,"Laborers",2,0
5036839,"F","N","Y",0,157500,"Working","Secondary / secondary special","Separated","House / apartment",-14172,-3931,1,0,0,0,"Laborers",1,0
5036848,"F","N","Y",1,135000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-13465,-1101,1,0,0,0,"Laborers",3,0
5036853,"F","Y","Y",0,247500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-16098,-4449,1,0,0,0,"Laborers",2,0
5036861,"F","Y","Y",0,139500,"Working","Incomplete higher","Married","House / apartment",-14587,-7098,1,1,0,0,"Medicine staff",2,0
5036871,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","House / apartment",-19647,-4207,1,0,0,0,"",2,0
5036873,"F","N","N",0,47250,"Pensioner","Secondary / secondary special","Married","House / apartment",-23815,365243,1,0,0,0,"",2,0
5036875,"F","N","N",0,47250,"Pensioner","Secondary / secondary special","Married","House / apartment",-23815,365243,1,0,0,0,"",2,0
5036879,"F","N","Y",1,256500,"State servant","Higher education","Married","House / apartment",-17594,-1315,1,0,1,0,"Managers",3,0
5036881,"F","Y","Y",0,225000,"Pensioner","Secondary / secondary special","Married","House / apartment",-22471,365243,1,0,0,0,"",2,0
5036883,"F","Y","Y",0,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-15537,-7218,1,0,0,0,"",2,0
5036887,"F","N","N",0,225000,"Commercial associate","Higher education","Married","House / apartment",-18852,-7037,1,0,0,0,"",2,0
5036889,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-19709,365243,1,0,0,0,"",2,0
5036902,"F","N","Y",0,157500,"State servant","Higher education","Married","House / apartment",-9313,-615,1,0,0,0,"",2,0
5036906,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-18902,-219,1,0,1,0,"Laborers",2,0
5036907,"F","N","Y",0,112500,"Working","Secondary / secondary special","Married","House / apartment",-18902,-219,1,0,1,0,"Laborers",2,0
5036914,"F","N","Y",0,54000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-24026,365243,1,0,1,0,"",1,0
5036921,"F","N","Y",0,225000,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-23248,-8710,1,1,1,0,"Laborers",2,0
5036924,"F","Y","N",0,292500,"Working","Secondary / secondary special","Civil marriage","With parents",-10082,-2015,1,0,0,0,"Core staff",2,1
5036936,"F","N","Y",0,157500,"Pensioner","Secondary / secondary special","Separated","House / apartment",-22362,365243,1,0,0,0,"",1,0
5036939,"M","Y","Y",1,292500,"Commercial associate","Higher education","Married","House / apartment",-11702,-1009,1,1,1,0,"Core staff",3,0
5036948,"F","Y","Y",0,270000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18382,-5454,1,0,0,0,"Managers",2,0
5036960,"M","N","Y",0,157500,"Working","Secondary / secondary special","Married","House / apartment",-21825,-6671,1,0,0,0,"Laborers",2,0
5036961,"F","N","N",0,135000,"Commercial associate","Secondary / secondary special","Married","Municipal apartment",-17991,-5607,1,0,0,0,"Sales staff",2,0
5036962,"F","N","Y",0,162000,"Pensioner","Secondary / secondary special","Widow","House / apartment",-25088,365243,1,0,0,0,"",1,0
5036969,"M","Y","N",0,292500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-18762,-2196,1,0,1,0,"Laborers",2,0
5036970,"F","Y","Y",2,135000,"State servant","Secondary / secondary special","Married","House / apartment",-14439,-6094,1,1,0,0,"Core staff",4,0
5036971,"F","Y","Y",2,135000,"State servant","Secondary / secondary special","Married","House / apartment",-14439,-6094,1,1,0,0,"Core staff",4,0
5036972,"F","Y","Y",2,135000,"State servant","Secondary / secondary special","Married","House / apartment",-14439,-6094,1,1,0,0,"Core staff",4,0
5036978,"F","Y","N",0,202500,"Pensioner","Secondary / secondary special","Married","House / apartment",-21720,365243,1,0,0,0,"",2,0
5036983,"F","N","N",0,202500,"Commercial associate","Higher education","Single / not married","House / apartment",-24611,-7736,1,0,1,0,"Core staff",1,0
5036987,"F","N","Y",1,135000,"State servant","Secondary / secondary special","Married","House / apartment",-13604,-1497,1,0,0,0,"Cooking staff",3,0
5036989,"F","Y","Y",1,135000,"Working","Secondary / secondary special","Single / not married","House / apartment",-13548,-949,1,0,0,0,"Laborers",2,0
5036992,"F","N","Y",0,121500,"Working","Secondary / secondary special","Married","House / apartment",-21620,-158,1,0,0,0,"Laborers",2,0
5036994,"F","N","Y",2,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12187,-1346,1,0,0,0,"Realty agents",4,0
5036995,"F","N","Y",2,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-12187,-1346,1,0,0,0,"Realty agents",4,0
5037003,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20763,365243,1,0,1,0,"",2,0
5037004,"F","Y","Y",0,270000,"Working","Higher education","Married","House / apartment",-18651,-2593,1,0,1,0,"",2,0
5037005,"M","N","Y",1,135000,"State servant","Higher education","Married","House / apartment",-13277,-2988,1,1,1,0,"Managers",3,0
5037008,"F","N","Y",0,67500,"Pensioner","Secondary / secondary special","Single / not married","House / apartment",-20456,365243,1,0,1,0,"",1,0
5037013,"F","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Civil marriage","House / apartment",-20766,365243,1,0,0,0,"",2,0
5037020,"M","Y","N",0,202500,"Working","Secondary / secondary special","Married","House / apartment",-19398,-2166,1,0,0,0,"Drivers",2,0
5037021,"F","Y","N",0,180000,"State servant","Secondary / secondary special","Married","Municipal apartment",-21713,-3780,1,0,0,0,"Core staff",2,0
5037028,"F","N","Y",0,85500,"Working","Secondary / secondary special","Separated","House / apartment",-21708,-15072,1,0,0,0,"",1,0
5037032,"F","N","Y",0,247500,"Working","Secondary / secondary special","Married","House / apartment",-15560,-3688,1,0,1,0,"Laborers",2,0
5037039,"F","N","Y",0,90000,"Pensioner","Secondary / secondary special","Married","House / apartment",-20362,365243,1,0,0,0,"",2,0
5037046,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","With parents",-16271,-3111,1,0,0,0,"Core staff",2,0
5037048,"M","Y","Y",0,135000,"Working","Secondary / secondary special","Married","With parents",-16271,-3111,1,0,0,0,"Core staff",2,0
5037058,"F","N","Y",0,135000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-21790,365243,1,0,0,0,"",1,0
5037061,"F","N","Y",0,180000,"Pensioner","Higher education","Separated","House / apartment",-23789,365243,1,0,0,0,"",1,0
5037063,"F","N","Y",0,112500,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-18484,-6033,1,0,1,0,"Medicine staff",2,0
5037065,"F","N","Y",0,112500,"State servant","Secondary / secondary special","Civil marriage","House / apartment",-18484,-6033,1,0,1,0,"Medicine staff",2,0
5037080,"F","N","Y",2,225000,"Working","Higher education","Married","House / apartment",-13760,-370,1,0,0,1,"Accountants",4,0
5037088,"F","N","Y",0,81000,"Pensioner","Secondary / secondary special","Married","House / apartment",-21490,365243,1,0,0,0,"",2,0
5037109,"M","N","N",0,202500,"Working","Secondary / secondary special","Married","Municipal apartment",-18281,-3596,1,0,0,0,"Laborers",2,0
5037120,"F","N","Y",0,180000,"Pensioner","Secondary / secondary special","Married","House / apartment",-23269,365243,1,0,1,0,"",2,0
5037124,"F","N","Y",1,67500,"Working","Secondary / secondary special","Civil marriage","House / apartment",-12101,-1009,1,1,0,0,"Core staff",3,0
5037143,"F","N","Y",0,117000,"Pensioner","Secondary / secondary special","Separated","House / apartment",-24023,365243,1,0,1,0,"",1,0
5037149,"F","N","Y",1,112500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-14962,-3353,1,1,1,0,"Sales staff",3,0
5037153,"F","N","Y",1,225000,"State servant","Secondary / secondary special","Single / not married","House / apartment",-15899,-3993,1,0,0,0,"",2,0
5037169,"M","Y","Y",0,135000,"Pensioner","Secondary / secondary special","Married","House / apartment",-24510,365243,1,0,0,0,"",2,0
5037172,"F","Y","Y",0,180000,"Working","Secondary / secondary special","Civil marriage","House / apartment",-17184,-4814,1,0,0,0,"Core staff",2,0
5037187,"F","Y","Y",0,405000,"Working","Incomplete higher","Civil marriage","House / apartment",-12458,-2076,1,1,0,0,"Sales staff",2,0
5037197,"F","N","Y",0,112500,"Pensioner","Secondary / secondary special","Married","House / apartment",-23518,365243,1,0,1,0,"",2,0
5037203,"F","Y","Y",0,382500,"Commercial associate","Secondary / secondary special","Married","House / apartment",-9951,-1942,1,0,0,1,"Core staff",2,0
5037205,"M","N","Y",3,180000,"Working","Secondary / secondary special","Married","House / apartment",-12582,-1838,1,1,1,0,"Drivers",5,0
5037209,"F","N","N",2,135000,"Commercial associate","Secondary / secondary special","Married","House / apartment",-13714,-987,1,1,1,0,"Sales staff",4,0
